,post_id,content_series,post_content
15,30169376,,"Flamengo | Zagallo eterno tem 13 letras.Nos deixou um herói que moldou a história do futebol brasileiro. Mario Jorge Lobo Zagallo entra para a... | Instagram"
16,30168944,,"Flamengo | O REI DOS CLÁSSICOS PERMANECE! 🤴🏾BH27 ❤️🖤 #VamosFlamengo #CRF | Instagram"
17,31685127,,"Flamengo | FIIIIIIIIIIIIMMMMMMM DE JOOOOOOOGO NO MARACANÃ! Pela segunda rodada da CONMEBOL Libertadores 2024, o Mengão vence o Palestino pelo plac... | Instagram"
18,30619127,,"Flamengo | Fim de jogo no Maracanã. O Flamengo fica no 0 a 0 com o Vasco, pelo Campeonato Carioca. #CRF 📸 Marcelo Cortes / CRF | Instagram"
19,30654533,,"Flamengo | FIMMMMMMMMMMMMMM DE JOGO NO MARACANÃ! O MENGÃO VENCE O BOTAFOGO, PELO CARIOCA, POR 1 A 0 COM GOL DE LÉO PEREIRA! VAMOOOOOOOOOOOOOOOOOS... | Instagram"
20,30396769,,"Flamengo | O Clube de Regatas do Flamengo vem a público informar que todos os contratos do futebol estão sempre à disposição do Conselho Fiscal... | Instagram"
21,30244251,,"Flamengo | O Clube de Regatas do Flamengo informa que concluiu a transferência do goleiro @goleirosantosoficial para o Fortaleza. Agradecemos pelas... | Instagram"
22,31906270,,"Flamengo | Fim de jogo no Allianz. Pelo Brasileirão, o Mengão empata em 0 a 0 com o Palmeiras. #CRF #VamosFlamengo | Instagram"
23,30819099,,"Flamengo | GOLEADA NO MARACA! O Mengão vence o Boavista por 4 a 0, pelo Cariocão, com gols de Luiz Araújo, Pedro e De Arrascaeta (2)! #CRF #Vamos... | Instagram"
24,31637596,,"Flamengo | FIMMMMMMMM DE JOGO NO MARACA! O MENGÃO vence o Nova Iguaçu por 1 a 0 com golaço de Bruno Henrique e conquista o @Cariocao pela 38ª ve... | Instagram"
25,31305487,,"Flamengo | O MENGÃO ficou no Grupo E da @LibertadoresBR com Bolívar (BOL), Millonarios (COL) e Palestino (CHI)! #CRF #VamosFlamengo | Instagram"
26,31975629,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BOLÍVAR, PELA @Libertadores! #VamosFlamengo #BOLxFLA | Instagram"
27,30497648,,"Flamengo | @matiasv17 de MENGO! Caiu bem o novo Manto 1 no nosso reforço! 🇺🇾#ViñaVeio 📸: Igor Coelho | Instagram"
28,30800467,,"Flamengo | FIMMMMMM DE JOGO EM ARACAJU! O Mengão vence o Bangu por 3 a 0 com hat-trick de Pedro, pelo Cariocão! Grande vitória! #CRF #VamosFlam... | Instagram"
29,30485516,,"Flamengo | É O FLAURUGUAI 🇺🇾🔴⚫️📸: Gilvan de Souza /CRF | Instagram"
30,31495615,,"FIM DE JOGO NO MARACANÃ! Com dois gols de Pedro e um de Ronald (contra), o Flamengo sai na frente na final do Campeonato Carioca! O cami... | Instagram"
31,30417587,,"Flamengo | FIM DE JOGO NOS ESTADOS UNIDOS! Pela @fcseries, o Mengão vence o Philadelphia Union por 2 a 0 com gols de Pedro e Everton Cebolinha! #CR... | Instagram"
32,30510772,,"Flamengo | Fim de jogo nos Estados Unidos. Pela @fcseries, o Mengão fica no empate com o Orlando City em 1 a 1. Pedro marcou o gol rubro-negro. #CR... | Instagram"
33,31291314,,"Flamengo | CLUBE DE REGATAS DO FLAMENGO! É CAMPEÃOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO da @LibertadoresU20! 🏆❤️🖤#GarotosDoNinho #... | Instagram"
34,30230586,,"Flamengo | Cinco anos de magia 🪄, cinco anos De Arrascaeta no MENGÃO! Foram muitos golaços e assistências do homem que de tímido não tem n... | Instagram"
35,30445189,,"Flamengo | Fim de jogo na Arena Barueri. O Flamengo perde para o Cruzeiro por 2 a 1 e se despede da Copinha. #CRF #GarotosDoNinho 📸 Ale Vianna | Instagram"
36,30417613,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado pra enfrentar o Philadelphia Union pela FC Series! #VamosFlamengo #CRF | Instagram"
37,30562401,,"Flamengo | Gabi: golEU IMEDIATAMENTE: 💪💪💪💪😏💪💪💪💪📸 Marcelo Cortes / CRF#SCOxFLA #VamosFlamengo | Instagram"
38,31144707,,"Flamengo | Hoje faz uma semana que Akira Toriyama, gênio do mangá, deixou o mundo dos vivos. Assim como o nosso rei Zico surgiu no Brasil e encant... | Instagram"
39,30169385,,"Flamengo | Por Deni. Pelo Flamengo.Nosso eterno griô rubro-negro, que cuidou de tantos #GarotosDoNinho, será homenageado na entrada da equipe em... | Instagram"
40,30378824,,"MENGÃO NA SEMIFINAL DA COPINHA! Após empate em 1 a 1 no tempo normal, Mais Querido vence o Aster por 4 a 3 nos pênaltis e se classific... | Instagram"
41,30510783,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado para enfrentar o Orlando City na @fcseries! #VamosFlamengo #FLAxORL | Instagram"
42,30800459,,"Flamengo | O Clube de Regatas do Flamengo informa que concluiu a transferência do atleta Matheuzinho para o Corinthians. Com o Manto Sagrado, Mat... | Instagram"
43,30562398,,"Flamengo | FFIIIIIMMMMM DE PAPO EM BELÉM! COM GOLS DA MINHA DUPLINHA BEAGABI, VENCEMOS O SAMPAIO CORRÊA POR 2 A 0! VAAAMMMOOOS FLAMMMEEEENNNGOOOO!... | Instagram"
44,31274810,,"Flamengo | FIMMMMMM DE JOGO NO MARACA! O Mengão fica no 0 a 0 com o Fluminense e se classifica para a final do Campeonato Carioca! #CRF #VamosFlame... | Instagram"
45,30333153,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado pra enfrentar o Audax Rio, pelo @Cariocao! #VamosFlamengo #FLAxAUD | Instagram"
46,31052932,,"Flamengo | FIIIIIIIIIIIIIM DE JOGO NO MARACA! O MENGÃO VENCE O MADUREIRA POR 3 A 0 COM GOLS DE ARRASCA, PEDRO E LÉO PEREIRA E CONQUISTA A TAÇA GU... | Instagram"
47,31652302,,"Flamengo | CARLINHOS CHEGOU! 🔴⚫️O vice-artilheiro do Campeonato Carioca é do Flamengo. @carlinhos_l9 assinou contrato até dezembro de 202... | Instagram"
48,30676279,,"Flamengo | O Clube de Regatas do Flamengo informa que, buscando sempre as melhores práticas de gestão, além da valorização constante do process... | Instagram"
49,30654524,,"Flamengo | O Flamengo vai jogar pra sempre por vocês.⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐#Nossos10 | Instagram"
50,30699969,,"Flamengo | FIM DE JOGO NO MARACA! O Mengão vence o Volta Redonda, pelo Carioca, por 3 a 0 com gols de Gabigol, Pedro e Ayrton Lucas! #CRF #VamosFla... | Instagram"
51,30276527,Birthday,"Flamengo | O nosso volante Erick faz aniversário nesta segunda-feira! Ele chegou ao Mais Querido em 2022, ano em que conquistamos a Libertadores e ... | Instagram"
52,31546675,,"Flamengo | HOJE TEM FLAMENGO!Começa novamente nossa busca pelo nosso lugar: O TOPO DA AMÉRICA. Nossas cores vão nos guiar. Nossa paixão vai se... | Instagram"
53,30230583,,"Flamengo | 5 ANOS DE MENGO! 🔴⚫️AMO.#VamosFlamengo #CRF 📸: Marcelo Cortes /CRF | Instagram"
54,30497640,,"Flamengo | O Manto que erguemos é o Manto que nos ergue.Garanta o seu Manto 1 de 2024 em http://loja.flamengo.com.br, na nossa loja oficial no Me... | Instagram"
55,30333150,,"Flamengo | Enquanto isso na Copinha…MEEEEEEEEEEENNNNNNNNNNNNNNNGGGGGGGGGGOOOOOOOOOOOOOOOOOO!!!!!! FIMMMM DE JOGO EM OSASCO!!! 🔴⚫️Com um... | Instagram"
56,31888056,,"Flamengo | HOJE TEM MENGÃO NO BRASILEIRÃO! Às 16h, o Mais Querido enfrenta o Palmeiras, fora de casa, pela terceira rodada! Vamos com tudo em b... | Instagram"
57,31546656,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O MILLONARIOS, PELA @libertadores! #VamosFlamengo #MILxFLA | Instagram"
58,31637584,,Meu novo papel de parede! 🤪🏆❤️🖤 #ErgaATaça 📸 Gilvan de Souza / CRF | Instagram"
59,30510771,,"Flamengo | Fim de jogo na Arena das Dunas. O Flamengo fica no empate em 0 a 0 com a Portuguesa-RJ pela 4ª rodada do Campeonato Carioca. A próxima ... | Instagram"
60,31110996,,"Flamengo | Vamos pra última pergunta... 1) Sou jogador do Flamengo.2) Nasci em 1996, em Porto Alegre.3) Disputei a Copa Sul-Americana em 2023.... | Instagram"
61,30497638,,"Flamengo | HOJE TEM MENGÃO NA @fcseries! Às 16h (horário de Brasília), o Mais Querido enfrenta o Orlando City, nos Estados Unidos! Vamos com t... | Instagram"
62,30604959,,"Flamengo | HOJE TEM MENGÃO NO CARIOCA!Às 19h, o Mais Querido enfrenta o Vasco, no Maracanã! Vamos com tudo em busca dos três pontos! #VASxFL... | Instagram"
63,30562405,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Flamengo está escalado pra enfrentar o Sampaio Corrêa, pelo Cariocão! #VamosFlamengo #SCOxFLA | Instagram"
64,31622159,,"Flamengo | HOJE TEM MENGÃO NA FINALÍSSIMA DO @cariocao! Às 17h, o Mais Querido enfrenta o Nova Iguaçu, no Maracanã! Vamos com tudo em busca d... | Instagram"
65,31906271,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O PALMEIRAS, PELO @brasileirao! #VamosFlamengo #PALxFLA | Instagram"
66,30485512,,"Flamengo | Não tem jeito: O VIÑA VEIO MESMO! #ViñaVeio | Instagram"
67,31482561,,"Flamengo | HOJE TEM MENGÃO NA FINAL DO @Cariocao! Às 17h, o Mais Querido enfrenta o Nova Iguaçu, no Maracanã, no jogo de ida! Vamos com tudo, ... | Instagram"
68,31959372,,"Flamengo | HOJE TEM MENGÃO NA CONMEBOL LIBERTADORES! Às 21h30, o Mais Querido enfrenta o Bolívar (BOL), fora de casa, pela fase de grupos. Vamo... | Instagram"
69,30485513,,"Flamengo | 🌆🇺🇸 PROFESSOR #VamosFlamengo 📸: Gilvan de Souza /CRF | Instagram"
70,31291315,,"Flamengo | É CAMPEÃOOOOOOOOOO! 🏆❤️🖤O MENGÃO vence o Boca Juniors por 2 a 1, de virada, com gols de Shola e Lorran e conquista a Conme... | Instagram"
71,30276517,,"Flamengo | FIIIIIIM DE JOGO EM OSASCO! O Mengão vence o São José (RS) por 3 a 1 com gols de Daniel Rogério e Weliton (2) e vai às oitavas de fi... | Instagram"
72,31262415,,"Flamengo | HOJE TEM MENGÃO NA SEMIFINAL DO CARIOCA! Às 21h, o Mais Querido enfrenta o Fluminense, no Maracanã, no jogo de volta! Vamos com tudo... | Instagram"
73,30417593,,"Flamengo | Fim do primeiro tempo! O MENGÃO vai vencendo por 2 a 0 com gols de Pedro e Cebolinha! #FLAxPHI #VamosFlamengo | Instagram"
74,30800503,Birthday,"Hoje é aniversário do nosso ex-volante João Gomes! Com o Manto, ele foi campeão carioca (2020 e 2021), brasileiro (2020), da Supercop... | Instagram"
75,30510777,,"Flamengo | Intervalo.#FLAxORL #VamosFlamengo | Instagram"
76,30538791,Birthday,"Flamengo | Quem também faz aniversário hoje é o nosso ex-lateral Rodinei, campeão carioca (2017 e 2019), do Brasileiro (2019), da Libertadores (... | Instagram"
77,30992833,,"Flamengo | HOJE TEM MENGÃO NO CARIOCA!Às 16h, o Mais Querido enfrenta o Fluminense, no Maracanã! Vamos com tudo em busca dos três pontos!#FL... | Instagram"
78,30209453,,"Flamengo | Manto definido pro nosso novo craque! De La Cruz vai usar o número 1️⃣8️⃣Tamo junto, Nação!™️Compre o seu na loja ofic... | Instagram"
79,31637597,,"Flamengo | O Clube de Regatas do Flamengo repudia veementemente o ocorrido no sábado (6), em Bradenton, nos Estados Unidos, na semifinal da Generat... | Instagram"
80,30992809,,"Flamengo | PEDRINHO VAI SER PAPAI 🥰😍👶👶📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
81,30396763,,"Flamengo | HOJE TEM MENGÃO NA @fcseries! Às 16h (horário de Brasília), o Mais Querido enfrenta o Philadelphia Union, nos Estados Unidos! Vamos... | Instagram"
82,30643783,,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Botafogo, no Maracanã! Vamos com tudo em busca dos três pontos! #... | Instagram"
83,30562416,,"Flamengo | O Clube de Regatas do Flamengo informa que o atleta Fabrício Bruno assinou renovação de contrato até Dezembro de 2028! #CRF | Instagram"
84,31847401,,"Flamengo | O MENGÃO vai enfrentar o Amazonas na terceira fase da @copadobrasilcbf! #CRF #VamosFlamengo | Instagram"
85,30562420,Birthday,"Flamengo | Hoje é aniversário do nosso zagueirão Léo Pereira! Ele chegou ao Mais Querido no início de 2020 e já conquistou oito títulos 🏆.... | Instagram"
86,31685129,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O PALESTINO, PELA @Libertadores! #VamosFlamengo #FLAxCDP | Instagram"
87,30445202,,"Flamengo | 🪄🇺🇾E essa dupla!? 😎#VamosFlamengo 📸 Gilvan de Souza / CRF | Instagram"
88,31637593,,"Flamengo | #ERGAATAÇA imediatamente! O MENGÃO É CAMPEÃO CARIOCA PELA 38ª VEZ EM SUA HISTÓRIA! FAÇA A FESTA, MAIOR TORCIDA DO MUNDO! | Instagram"
89,31847376,,"Flamengo | 18+📸: Gilvan de Souza/CRF | Instagram"
90,31291307,,"Flamengo | O MENGÃO vai enfrentar o Nova Iguaçu na final do @cariocao! #CRF #VamosFlamengo | Instagram"
91,30457922,,"Flamengo | No fim de semana, no Almeidão, já tivemos o primeiro #MantosBrabos do ano. Ou seria #MantoArretado? 🤔 | Instagram"
92,31460264,Squad List,"Flamengo | Confira os inscritos do Flamengo para a fase de grupos da @libertadores de 2024! #VamosFlamengo | Instagram"
93,31546653,,"Flamengo | 𝗕 𝗢 𝗟 𝗔 𝗗 𝗢📸 Marcelo Cortes / CRF#VamosFlamengo #MILxFLA | Instagram"
94,31144698,,"Flamengo | HOJE TEM MENGÃO NA SEMIFINAL DO CARIOCA! Às 21h, o Mais Querido enfrenta o Fluminense, no Maracanã, no jogo de ida! Vamos com tudo, ... | Instagram"
95,30800454,Birthday,"Flamengo | Pode liberar o tantã que hoje é aniversário do nosso ídolo Adriano Imperador! 👏🎂❤️🖤Campeão carioca (2000 e 2001), da ... | Instagram"
96,31807733,,"Flamengo | HOJE TEM FLAMENGO! Às 21h30, a bola rola pro nosso primeiro compromisso em casa pelo Campeonato Brasileiro 2024. O Maraca será palco pa... | Instagram"
97,31110990,,"Flamengo | #TROPADOLELEO 👉🏼👈🏼 | Instagram"
98,30800487,,"HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Bangu, em Aracaju! Vamos com tudo em busca dos três pontos! #BANxF... | Instagram"
99,30244249,,"Flamengo | CAMISA 1️⃣🧤Rossi está de número novo! #VamosFlamengo | Instagram"
100,31728096,,"Flamengo | HOJE TEM MENGÃO NO BRASILEIRÃO! O Mais Querido estreia na competição contra o Atlético-GO, às 16h, no Serra Dourada! Vamos com tu... | Instagram"
101,30244245,,"Flamengo | FIMMMM DE JOGO NA COPINHA!!! 🔴⚫️Os #GarotosDoNinho vencem o Náutico-PE por 1 a 0, e se classificam para a 3ª fase da competiç... | Instagram"
102,30619129,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado para enfrentar o Vasco, pelo Carioca! #VASxFLA #VamosFlamengo | Instagram"
103,30524297,,"Flamengo | O nosso zagueirão Léo Pereira completa hoje 4️⃣ anos com o Manto Sagrado! Neste período, ele conquistou: 🏆🏆 2 Cariocas (20... | Instagram"
104,31747118,,🇦🇷🏆🇧🇷 ¡Final entre argentinos y brasileños en la CONMEBOL #LibertadoresSub20! ¡@BocaJrsOficial y @Flamengo definirán a... | Instagram"
105,31005440,,"Flamengo | ÍDOLOS! ❤️🖤📸 Paula Reis / CRF | Instagram"
106,30417583,,"Flamengo | Fim de jogo em João Pessoa. Pelo Campeonato Carioca, o Flamengo fica no empate com o Nova Iguaçu em 1 a 1. Thiaguinho marcou o gol rubr... | Instagram"
107,30550184,,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Sampaio Corrêa (RJ) no Mangueirão, em Belém! Vamos com tudo em bus... | Instagram"
108,30654535,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BOTAFOGO, PELO @Cariocao! #VamosFlamengo #FLAxBOT | Instagram"
109,31495614,,"Flamengo | Não adianta tentar tirar dele: o gol 13 mil da história do Flamengo TEM DONO. PEDRO, O NOVE BOLADO, TÁ NA HISTÓRIA DO FLAMENGO - O PR... | Instagram"
110,31637581,,"Flamengo | Golaço e título! Bem demais, BH! 👏❤️#ErgaATaça 📸 Gilvan de Souza / CRF | Instagram"
111,31040435,,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 16h, o Mais Querido enfrenta o Madureira, no Maracanã, pelo Campeonato Carioca! Vamos com tudo em bus... | Instagram"
112,31637598,,"Flamengo | 𝗢 𝗠𝗔𝗡𝗧𝗢 𝗤𝗨𝗘 𝗘𝗥𝗚𝗨𝗘𝗠𝗢𝗦. 𝗢 𝗠𝗔𝗡𝗧𝗢 𝗤𝗨𝗘 𝗡𝗢𝗦 𝗘𝗥𝗚... | Instagram"
113,30992820,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O FLUMINENSE, PELO @cariocao! #VamosFlamengo #FLAxFLU | Instagram"
114,31747089,,CONMEBOL Libertadores Sub 20 | 🔴⚫ Mengão classificado! O @Flamengo venceu 2️⃣ jogos no Grupo C e garantiu vaga antecipada para a Semifinal da CONMEBOL #Libert... | Instagram"
115,30699966,,"Flamengo | Aqui é FLAMENGO, doa a quem doer; do gênio sonhador, da gana de vencer. Tá no meu peito, tá no meu grito; clube de respeito que coroa... | Instagram"
116,30800476,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BANGU, PELO @cariocao ! #VamosFlamengo #BANxFLA | Instagram"
117,30800470,,"Flamengo | DUAS VEZES P9️⃣ EM ARACAJU! ❤🖤📸 Marcelo Cortes / CRF#BANxFLA #VamosFlamengo | Instagram"
118,31929964,Birthday,"Flamengo | Hoje é aniversário do nosso zagueirão David Luiz, campeão da Libertadores (2022), da Copa do Brasil (2022) e do Carioca (2024) com o ... | Instagram"
119,31230460,,"Flamengo | Manto de glórias! 8️⃣O nosso Coringa @gersonsantoss reassumiu a camisa 8 do Mengão! 🃏🙅‍♂️#CRF📸: Gilvan de Souz... | Instagram"
120,30654531,,"Flamengo | MMMMMMMMMMMMMEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEENNNNNNNNNGGGGGGGGGGGGGGGGGOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO... | Instagram"
121,30800430,,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Boavista, no Maracanã! Vamos com tudo em busca dos três pontos! #... | Instagram"
122,31622161,,"Flamengo | Descanse em paz, Ziraldo. ❤️🖤#CRF 📸 Acervo Instituto Ziraldo | Instagram"
123,30819098,,"Flamengo | SOLTA O ARRASCAETA NESSA P#%%@! 🇺🇾🎩❤🖤📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
124,30687198,,"Flamengo | HOJE TEM FLAAAMMMEEEENNNGOOOOO! ❤🖤🏟Às 16h, a bola rola no Maraca pra Flamengo x Volta Redonda, em partida que complementa a 3 ... | Instagram"
125,31747007,,"Flamengo | We ❤️ you, Nação! | Instagram"
126,31747022,,"CONMEBOL Libertadores Sub 20 | Mengão presente! ⚫🔴O @Flamengo será o representante brasileiro na próxima edição da CONMEBOL #LibertadoresSub20, que será di... | Instagram"
127,30288249,,"Flamengo | ✋✍️📃 O #GarotoDoNinho Victor Hugo assinou renovação de contrato até Dezembro de 2028! #CRF | Instagram"
128,30169400,,"Flamengo | Partiu Copinha! 🔴⚫️Após treino no Ninho do Urubu, os #GarotosDoNinho viajaram na tarde desta quarta (3) para Osasco, onde fica ... | Instagram"
129,30417619,,"Flamengo | Tá frio aí, @Flamengoen? Aqui no ponto mais oriental das Américas, o sol tá de rachar 🥵#CRF #VamosFlamengo | Instagram"
130,31847383,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O SÃO PAULO, PELO @Brasileirao! #VamosFlamengo #FLAxSAO | Instagram"
131,30699980,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O VOLTA REDONDA, PELO @cariocao! #VamosFlamengo #FLAxVRE | Instagram"
132,30378834,Birthday,"Flamengo | Hoje também é aniversário do nosso #GarotoDoNinho @reinier.jesus, campeão da Libertadores e do Brasileirão com o Manto em 2019! Para... | Instagram"
133,30396762,,"Flamengo | HOJE TAMBÉM TEM MENGÃO NO CARIOCA! Às 18h10, o Mais Querido enfrenta o Nova Iguaçu, em João Pessoa! Vamos com tudo em busca dos tr... | Instagram"
134,31746786,,"Flamengo | Next stop: Orlando See you soon, 🇺🇸 | Instagram"
135,31637585,,"Flamengo | FLAMENGO! 🏆❤️🖤 #ErgaATaça 📸 Paula Reis / CRF | Instagram"
136,31403132,Birthday,"Flamengo | Hoje é aniversário do nosso atacante Everton Cebolinha, campeão com o Manto da Copa do Brasil (2022), da Libertadores (2022) e da Taç... | Instagram"
137,30396772,,"Flamengo | Jogo Histórico é na FlaTV+! A partir das 18h, vamos relembrar essa grande vitória sobre o Corinthians! Acesse agora: flatvmais.com... | Instagram"
138,31847379,,"Flamengo | Que golaço, papai! 👏👏👏📸: Gilvan de Souza/CRF | Instagram"
139,31744710,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O ATLÉTICO-GO, PELO @Brasileirao!#VamosFlamengo #ACGxFLA | Instagram"
140,30819105,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BOAVISTA, PELO @cariocao! #VamosFlamengo #FLAxBVT | Instagram"
141,31144716,,"Flamengo | Todos contra a pobreza menstrual. #CRF | Instagram"
142,30169386,,"Flamengo | 🔴⚫️Mengão definido para a estreia da Copinha!Confira a escalação dos #GarotosDoNinho para a partida contra o São José-RS, p... | Instagram"
143,31746804,,FC Series | 🇺🇸 No trip to Florida is complete without a visit to @universaldestinationsbrasil 🌎🇧🇷 Have fun @flamengoen! 🎢🥳==... | Instagram"
144,31274814,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O FLUMINENSE, PELO @CARIOCAO! #VamosFlamengo #FLAxFLU | Instagram"
145,30378825,,"Flamengo | FIM DE JOGO AQUI EM OSASCO! Mengão 1 x 1 Aster Vamos para os pênaltis! Vale vaga nas semifinais da @copinha! #GarotosDoNinho #Vam... | Instagram"
146,31747099,,"Flamengo | Nico De La Cruz. What a player! 🇺🇾 | Instagram"
147,30497637,,"HOJE TEM MENGÃO NO CARIOCA! Às 18h10, o Mais Querido enfrenta a Portuguesa, na Arena das Dunas, em Natal! Vamos com tudo em busca dos... | Instagram"
148,31156839,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O FLUMINENSE, PELO @CARIOCAO! #VamosFlamengo #FLAxFLU | Instagram"
149,31637602,,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O NOVA IGUAÇU, PELA FINAAAAAAL DO @cariocao! #VamosFlamengo #F... | Instagram"
150,30485521,,"Flamengo | Quem aí gosta de viajar? 🇺🇾 | Instagram"
151,30417622,,"Flamengo | Pela liberdade religiosa. Pelo respeito. #CRF | Instagram"
152,31546671,,"Flamengo | 💙❤️🖤#CRF | Instagram"
153,30168939,,"Flamengo | HOJE TEM MENGÃO!!! 🔴⚫️Os #GarotosDoNinho enfrentam o São Bento-SP, às 20h30 (horário de Brasília), pela Copinha! A partida ... | Instagram"
154,31512099,,"Flamengo | 𝗡𝗔𝗗𝗔 𝗘́ 𝗜𝗠𝗣𝗢𝗦𝗦𝗜́𝗩𝗘𝗟.Foram 38 anos de espera, mas nunca duvidamos de que ali era o nosso ... | Instagram"
