,Unnamed: 0,post_id,content_series,platform,url,impressions,likes,comments,post_content
10,101792,30288240,,instagram,https://www.instagram.com/p/C2L305Ks17J/,4046533,628656.0,8149.0,"Flamengo | HOJE TEM MENGÃO NO CAMPEONATO CARIOCA! Às 21h30 (horário de Brasília), o Mais Querido estreia na competição e na temporada contra... | Instagram"
11,101561,31052931,,instagram,https://www.instagram.com/p/C4BrJK3xiHK/,4788266,1006096.0,14656.0,Flamengo | O MENGÃO conquista a Taça Guanabara pela 24ª vez em sua história! É o maior vencedor da competição! 🏆❤️🖤#CRF #VamosFla... | Instagram
12,101512,31156835,,instagram,https://www.instagram.com/p/C4UP0FEMilD/,4402619,935137.0,16292.0,Flamengo | FIMMMMMMM DE JOGO NO MARACA! O MENGÃO VENCE O FLUMINENSE POR 2 A 0 COM GOLS DE CEBOLINHA E PEDRO NO PRIMEIRO JOGO DA SEMIFINAL DO CARIOC... | Instagram
13,94466,31847375,,instagram,https://www.instagram.com/p/C54t41wqjdk/,3566660,718760.0,9966.0,"Flamengo | FIM DE JOGO NO MARACA! Com gols de Luiz Araújo e Nico de la Cruz, o Mengão vence o São Paulo pelo placar de 2 a 1!#CRF #VamosFlamengo | Instagram"
14,101591,30992816,,instagram,https://www.instagram.com/p/C3yOZmdRHz3/,4235362,916024.0,13297.0,Flamengo | FIMMMMMMMMMM DE JOGO NO MARACA! O MENGÃO VENCE O FLUMINENSE POR 2 A 0 COM GOLS DE PEDRO E CEBOLINHA! #CRF #VamosFlamengo | Instagram
15,101842,30169376,,instagram,https://www.instagram.com/p/C1voecSsgKW/,3737305,721122.0,6485.0,"Flamengo | ""Zagallo eterno"" tem 13 letras.Nos deixou um herói que moldou a história do futebol brasileiro. Mario Jorge Lobo Zagallo entra para a... | Instagram"
16,101838,30168944,,instagram,https://www.instagram.com/p/C1x8LsLsPxr/,4268614,777716.0,6261.0,Flamengo | O REI DOS CLÁSSICOS PERMANECE! 🤴🏾BH27 ❤️🖤 #VamosFlamengo #CRF | Instagram
17,94497,31685127,,instagram,https://www.instagram.com/p/C5mrPeGKynn/,3248714,652619.0,9559.0,"Flamengo | FIIIIIIIIIIIIMMMMMMM DE JOOOOOOOGO NO MARACANÃ! Pela segunda rodada da CONMEBOL Libertadores 2024, o Mengão vence o Palestino pelo plac... | Instagram"
18,101684,30619127,,instagram,https://www.instagram.com/p/C28eoP6sxDi/,2353980,328065.0,16129.0,"Flamengo | Fim de jogo no Maracanã. O Flamengo fica no 0 a 0 com o Vasco, pelo Campeonato Carioca. #CRF 📸 Marcelo Cortes / CRF | Instagram"
19,101667,30654533,,instagram,https://www.instagram.com/p/C3EefCDsi8P/,3135577,569739.0,14054.0,"Flamengo | FIMMMMMMMMMMMMMM DE JOGO NO MARACANÃ! O MENGÃO VENCE O BOTAFOGO, PELO CARIOCA, POR 1 A 0 COM GOL DE LÉO PEREIRA! VAMOOOOOOOOOOOOOOOOOS... | Instagram"
20,101765,30396769,,instagram,https://www.instagram.com/p/C2VZwDyR9BR/,4836001,717837.0,5145.0,Flamengo | O Clube de Regatas do Flamengo vem a público informar que todos os contratos do futebol estão sempre à disposição do Conselho Fiscal... | Instagram
21,101814,30244251,,instagram,https://www.instagram.com/p/C2CuzzNuidr/,3319957,545688.0,5376.0,Flamengo | O Clube de Regatas do Flamengo informa que concluiu a transferência do goleiro @goleirosantosoficial para o Fortaleza. Agradecemos pelas... | Instagram
22,94457,31906270,,instagram,https://www.instagram.com/p/C6Cae-tR2Gh/,2677685,379492.0,8601.0,"Flamengo | Fim de jogo no Allianz. Pelo Brasileirão, o Mengão empata em 0 a 0 com o Palmeiras. #CRF #VamosFlamengo | Instagram"
23,101608,30819099,,instagram,https://www.instagram.com/p/C3l8H-oMSG7/,3305385,678390.0,10421.0,"Flamengo | GOLEADA NO MARACA! O Mengão vence o Boavista por 4 a 0, pelo Cariocão, com gols de Luiz Araújo, Pedro e De Arrascaeta (2)! #CRF #Vamos... | Instagram"
24,94517,31637596,,instagram,https://www.instagram.com/p/C5eeyDMPe7s/,2372179,477329.0,8418.0,Flamengo | FIMMMMMMMM DE JOGO NO MARACA! O MENGÃO vence o Nova Iguaçu por 1 a 0 com golaço de Bruno Henrique e conquista o @Cariocao pela 38ª ve... | Instagram
25,101454,31305487,,instagram,https://www.instagram.com/p/C4rPc7fMq-p/,3632426,503348.0,11767.0,"Flamengo | O MENGÃO ficou no Grupo E da @LibertadoresBR com Bolívar (BOL), Millonarios (COL) e Palestino (CHI)! #CRF #VamosFlamengo | Instagram"
26,94448,31975629,,instagram,https://www.instagram.com/p/C6KZNmksi5m/,2344075,268442.0,8398.0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BOLÍVAR, PELA @Libertadores! #VamosFlamengo #BOLxFLA | Instagram"
27,101728,30497648,,instagram,https://www.instagram.com/p/C2kTsaaMKKt/,3611730,755807.0,4315.0,Flamengo | @matiasv17 de MENGO! Caiu bem o novo Manto 1 no nosso reforço! 🇺🇾#ViñaVeio 📸: Igor Coelho | Instagram
28,101624,30800467,,instagram,https://www.instagram.com/p/C3ZEa5vsagF/,3675168,690873.0,8789.0,"Flamengo | FIMMMMMM DE JOGO EM ARACAJU! O Mengão vence o Bangu por 3 a 0 com hat-trick de Pedro, pelo Cariocão! Grande vitória! #CRF #VamosFlam... | Instagram"
29,101732,30485516,,instagram,https://www.instagram.com/p/C2iriApsAsI/,3788654,611764.0,4133.0,Flamengo | É O FLAURUGUAI 🇺🇾🔴⚫️📸: Gilvan de Souza /CRF | Instagram
30,94541,31495615,,instagram,https://www.instagram.com/p/C5J417hMYl3/,3578794,710363.0,7182.0,"FIM DE JOGO NO MARACANÃ! Com dois gols de Pedro e um de Ronald (contra), o Flamengo sai na frente na final do Campeonato Carioca! O cami... | Instagram"
31,101753,30417587,,instagram,https://www.instagram.com/p/C2YGKxSxSXg/,3732607,579834.0,3916.0,"Flamengo | FIM DE JOGO NOS ESTADOS UNIDOS! Pela @fcseries, o Mengão vence o Philadelphia Union por 2 a 0 com gols de Pedro e Everton Cebolinha! #CR... | Instagram"
32,101719,30510772,,instagram,https://www.instagram.com/p/C2njo8GROr9/,2021402,232982.0,4560.0,"Flamengo | Fim de jogo nos Estados Unidos. Pela @fcseries, o Mengão fica no empate com o Orlando City em 1 a 1. Pedro marcou o gol rubro-negro. #CR... | Instagram"
33,101462,31291314,,instagram,https://www.instagram.com/p/C4oMKrTxevf/,4472596,836003.0,8223.0,Flamengo | CLUBE DE REGATAS DO FLAMENGO! É CAMPEÃOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO da @LibertadoresU20! 🏆❤️🖤#GarotosDoNinho #... | Instagram
34,101817,30230586,,instagram,https://www.instagram.com/p/C2AvpsERN12/,3518562,567550.0,3820.0,"Flamengo | Cinco anos de magia 🪄, cinco anos De Arrascaeta no MENGÃO! Foram muitos golaços e assistências do homem que de tímido não tem n... | Instagram"
35,101744,30445189,,instagram,https://www.instagram.com/p/C2bDH_tMm8W/,1632914,162432.0,4475.0,Flamengo | Fim de jogo na Arena Barueri. O Flamengo perde para o Cruzeiro por 2 a 1 e se despede da Copinha. #CRF #GarotosDoNinho 📸 Ale Vianna | Instagram
36,101758,30417613,,instagram,https://www.instagram.com/p/C2XxMVkLOuK/,2526304,287336.0,4171.0,Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado pra enfrentar o Philadelphia Union pela FC Series! #VamosFlamengo #CRF | Instagram
37,101699,30562401,,instagram,https://www.instagram.com/p/C2yVtczq5vl/,3415755,685905.0,7891.0,Flamengo | Gabi: golEU IMEDIATAMENTE: 💪💪💪💪😏💪💪💪💪📸 Marcelo Cortes / CRF#SCOxFLA #VamosFlamengo | Instagram
38,101529,31144707,,instagram,https://www.instagram.com/p/C4Qq4NZx3Zn/,5070781,907204.0,6900.0,"Flamengo | Hoje faz uma semana que Akira Toriyama, gênio do mangá, deixou o mundo dos vivos. Assim como o nosso rei Zico surgiu no Brasil e encant... | Instagram"
39,101844,30169385,,instagram,https://www.instagram.com/p/C1uyhlBxOB-/,2478989,283500.0,3932.0,"Flamengo | Por Deni. Pelo Flamengo.Nosso eterno griô rubro-negro, que cuidou de tantos #GarotosDoNinho, será homenageado na entrada da equipe em... | Instagram"
40,101768,30378824,,instagram,https://www.instagram.com/p/C2TTRcqMybX/,2411650,304483.0,3821.0,"MENGÃO NA SEMIFINAL DA COPINHA! Após empate em 1 a 1 no tempo normal, Mais Querido vence o Aster por 4 a 3 nos pênaltis e se classific... | Instagram"
41,101724,30510783,,instagram,https://www.instagram.com/p/C2nMwqar4oO/,2613646,318753.0,3779.0,Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado para enfrentar o Orlando City na @fcseries! #VamosFlamengo #FLAxORL | Instagram
42,101621,30800459,,instagram,https://www.instagram.com/p/C3aoZuSMhMC/,3536093,539971.0,7311.0,"Flamengo | O Clube de Regatas do Flamengo informa que concluiu a transferência do atleta Matheuzinho para o Corinthians. Com o Manto Sagrado, Mat... | Instagram"
43,101698,30562398,,instagram,https://www.instagram.com/p/C2ycJyVOeOT/,3538521,633642.0,6627.0,"Flamengo | FFIIIIIMMMMM DE PAPO EM BELÉM! COM GOLS DA MINHA DUPLINHA BEAGABI, VENCEMOS O SAMPAIO CORRÊA POR 2 A 0! VAAAMMMOOOS FLAMMMEEEENNNGOOOO!... | Instagram"
44,101469,31274810,,instagram,https://www.instagram.com/p/C4mRQ7YMJb1/,2915722,442171.0,7923.0,Flamengo | FIMMMMMM DE JOGO NO MARACA! O Mengão fica no 0 a 0 com o Fluminense e se classifica para a final do Campeonato Carioca! #CRF #VamosFlame... | Instagram
45,101784,30333153,,instagram,https://www.instagram.com/p/C2OF-2CsrI1/,2172069,272478.0,3449.0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado pra enfrentar o Audax Rio, pelo @Cariocao! #VamosFlamengo #FLAxAUD | Instagram"
46,101562,31052932,,instagram,https://www.instagram.com/p/C4Bqy3xRUG7/,2841415,576823.0,6438.0,"Flamengo | FIIIIIIIIIIIIIM DE JOGO NO MARACA! O MENGÃO VENCE O MADUREIRA POR 3 A 0 COM GOLS DE ARRASCA, PEDRO E LÉO PEREIRA E CONQUISTA A TAÇA GU... | Instagram"
47,101372,31652302,,instagram,https://www.instagram.com/p/C5gzbrKRi7D/,2915473,548497.0,4677.0,Flamengo | CARLINHOS CHEGOU! 🔴⚫️O vice-artilheiro do Campeonato Carioca é do Flamengo. @carlinhos_l9 assinou contrato até dezembro de 202... | Instagram
48,101661,30676279,,instagram,https://www.instagram.com/p/C3Gkgkxr8w3/,5968011,851817.0,4698.0,"Flamengo | O Clube de Regatas do Flamengo informa que, buscando sempre as melhores práticas de gestão, além da valorização constante do process... | Instagram"
49,101664,30654524,,instagram,https://www.instagram.com/p/C3EjgpHMg7v/,4140653,567839.0,6007.0,Flamengo | O Flamengo vai jogar pra sempre por vocês.⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐#Nossos10 | Instagram
50,101649,30699969,,instagram,https://www.instagram.com/p/C3Lm5-3RAgo/,3602986,621635.0,5537.0,"Flamengo | FIM DE JOGO NO MARACA! O Mengão vence o Volta Redonda, pelo Carioca, por 3 a 0 com gols de Gabigol, Pedro e Ayrton Lucas! #CRF #VamosFla... | Instagram"
51,95464,30276527,Birthday,instagram,https://www.instagram.com/p/C2Hv9UGLq5W/,2360694,432200.0,2878.0,"Flamengo | O nosso volante Erick faz aniversário nesta segunda-feira! Ele chegou ao Mais Querido em 2022, ano em que conquistamos a Libertadores e ... | Instagram"
52,94536,31546675,,instagram,https://www.instagram.com/p/C5PkRb3C3Le/,3175658,485172.0,4469.0,Flamengo | HOJE TEM FLAMENGO!Começa novamente nossa busca pelo nosso lugar: O TOPO DA AMÉRICA. Nossas cores vão nos guiar. Nossa paixão vai se... | Instagram
53,101816,30230583,,instagram,https://www.instagram.com/p/C2BKDjvMe7Z/,2341755,398371.0,2695.0,Flamengo | 5 ANOS DE MENGO! 🔴⚫️AMO.#VamosFlamengo #CRF 📸: Marcelo Cortes /CRF | Instagram
54,93567,30497640,,instagram,https://www.instagram.com/p/C2lS51ox5Rp/,3166088,428283.0,2520.0,"Flamengo | O Manto que erguemos é o Manto que nos ergue.Garanta o seu Manto 1 de 2024 em http://loja.flamengo.com.br, na nossa loja oficial no Me... | Instagram"
55,101783,30333150,,instagram,https://www.instagram.com/p/C2OJjF0sCa2/,3086048,377002.0,2458.0,Flamengo | Enquanto isso na Copinha…MEEEEEEEEEEENNNNNNNNNNNNNNNGGGGGGGGGGOOOOOOOOOOOOOOOOOO!!!!!! FIMMMM DE JOGO EM OSASCO!!! 🔴⚫️Com um... | Instagram
56,94464,31888056,,instagram,https://www.instagram.com/p/C6AfcKAsI1E/,2913331,390481.0,3701.0,"Flamengo | HOJE TEM MENGÃO NO BRASILEIRÃO! Às 16h, o Mais Querido enfrenta o Palmeiras, fora de casa, pela terceira rodada! Vamos com tudo em b... | Instagram"
57,94530,31546656,,instagram,https://www.instagram.com/p/C5RdcvPROr5/,2502656,309781.0,4800.0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O MILLONARIOS, PELA @libertadores! #VamosFlamengo #MILxFLA | Instagram"
58,94510,31637584,,instagram,https://www.instagram.com/p/C5etDUsMahM/,3932325,695086.0,2841.0,Meu novo papel de parede! 🤪🏆❤️🖤 #ErgaATaça 📸 Gilvan de Souza / CRF | Instagram
59,101718,30510771,,instagram,https://www.instagram.com/p/C2ny-fBM8aQ/,1756077,126147.0,2760.0,Flamengo | Fim de jogo na Arena das Dunas. O Flamengo fica no empate em 0 a 0 com a Portuguesa-RJ pela 4ª rodada do Campeonato Carioca. A próxima ... | Instagram
60,101545,31110996,,instagram,https://www.instagram.com/p/C4LmXAqP2rJ/,2821944,320503.0,5650.0,"Flamengo | Vamos pra última pergunta... 1) Sou jogador do Flamengo.2) Nasci em 1996, em Porto Alegre.3) Disputei a Copa Sul-Americana em 2023.... | Instagram"
61,101727,30497638,,instagram,https://www.instagram.com/p/C2ln6Zhsy_y/,3021156,417013.0,2027.0,"Flamengo | HOJE TEM MENGÃO NA @fcseries! Às 16h (horário de Brasília), o Mais Querido enfrenta o Orlando City, nos Estados Unidos! Vamos com t... | Instagram"
62,101688,30604959,,instagram,https://www.instagram.com/p/C26OIscsjLc/,3701979,484938.0,4078.0,"Flamengo | HOJE TEM MENGÃO NO CARIOCA!Às 19h, o Mais Querido enfrenta o Vasco, no Maracanã! Vamos com tudo em busca dos três pontos! #VASxFL... | Instagram"
63,101702,30562405,,instagram,https://www.instagram.com/p/C2yIHR5Mxdy/,2665920,348109.0,5181.0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Flamengo está escalado pra enfrentar o Sampaio Corrêa, pelo Cariocão! #VamosFlamengo #SCOxFLA | Instagram"
64,94526,31622159,,instagram,https://www.instagram.com/p/C5ccOROMTQ6/,3217265,437011.0,3127.0,"Flamengo | HOJE TEM MENGÃO NA FINALÍSSIMA DO @cariocao! Às 17h, o Mais Querido enfrenta o Nova Iguaçu, no Maracanã! Vamos com tudo em busca d... | Instagram"
65,94459,31906271,,instagram,https://www.instagram.com/p/C6CJiO7xqhQ/,2036438,214337.0,3745.0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O PALMEIRAS, PELO @brasileirao! #VamosFlamengo #PALxFLA | Instagram"
66,101730,30485512,,instagram,https://www.instagram.com/p/C2i6RfYsz4N/,3704939,493856.0,1794.0,Flamengo | Não tem jeito: O VIÑA VEIO MESMO! #ViñaVeio | Instagram
67,101425,31482561,,instagram,https://www.instagram.com/p/C5H2AQisY-E/,3304835,447870.0,3480.0,"Flamengo | HOJE TEM MENGÃO NA FINAL DO @Cariocao! Às 17h, o Mais Querido enfrenta o Nova Iguaçu, no Maracanã, no jogo de ida! Vamos com tudo, ... | Instagram"
68,94456,31959372,,instagram,https://www.instagram.com/p/C6INw5JsALo/,2725874,370726.0,3170.0,"Flamengo | HOJE TEM MENGÃO NA CONMEBOL LIBERTADORES! Às 21h30, o Mais Querido enfrenta o Bolívar (BOL), fora de casa, pela fase de grupos. Vamo... | Instagram"
69,101731,30485513,,instagram,https://www.instagram.com/p/C2i03qFs2_y/,1804635,256339.0,2242.0,Flamengo | 🌆🇺🇸 PROFESSOR #VamosFlamengo 📸: Gilvan de Souza /CRF | Instagram
70,101463,31291315,,instagram,https://www.instagram.com/p/C4oLuIPxRQq/,2252267,347220.0,5096.0,"Flamengo | É CAMPEÃOOOOOOOOOO! 🏆❤️🖤O MENGÃO vence o Boca Juniors por 2 a 1, de virada, com gols de Shola e Lorran e conquista a Conme... | Instagram"
71,101802,30276517,,instagram,https://www.instagram.com/p/C2JPBddM3gD/,2868140,385986.0,1901.0,Flamengo | FIIIIIIM DE JOGO EM OSASCO! O Mengão vence o São José (RS) por 3 a 1 com gols de Daniel Rogério e Weliton (2) e vai às oitavas de fi... | Instagram
72,101477,31262415,,instagram,https://www.instagram.com/p/C4jy0q2sOQ5/,3323716,473070.0,4086.0,"Flamengo | HOJE TEM MENGÃO NA SEMIFINAL DO CARIOCA! Às 21h, o Mais Querido enfrenta o Fluminense, no Maracanã, no jogo de volta! Vamos com tudo... | Instagram"
73,101756,30417593,,instagram,https://www.instagram.com/p/C2X--gSRnPX/,2496881,350996.0,1936.0,Flamengo | Fim do primeiro tempo! O MENGÃO vai vencendo por 2 a 0 com gols de Pedro e Cebolinha! #FLAxPHI #VamosFlamengo | Instagram
74,95422,30800503,Birthday,instagram,https://www.instagram.com/p/C3QKQbjsHRt/,2773242,504631.0,3711.0,"Hoje é aniversário do nosso ex-volante João Gomes! Com o Manto, ele foi campeão carioca (2020 e 2021), brasileiro (2020), da Supercop... | Instagram"
75,101722,30510777,,instagram,https://www.instagram.com/p/C2nbmShR8wo/,1749654,182875.0,2208.0,Flamengo | Intervalo.#FLAxORL #VamosFlamengo | Instagram
76,95446,30538791,Birthday,instagram,https://www.instagram.com/p/C2ryV33LE-T/,2410920,470428.0,3890.0,"Flamengo | Quem também faz aniversário hoje é o nosso ex-lateral Rodinei, campeão carioca (2017 e 2019), do Brasileiro (2019), da Libertadores (... | Instagram"
77,101596,30992833,,instagram,https://www.instagram.com/p/C3wS09ZMsLW/,3221420,437950.0,3367.0,"Flamengo | HOJE TEM MENGÃO NO CARIOCA!Às 16h, o Mais Querido enfrenta o Fluminense, no Maracanã! Vamos com tudo em busca dos três pontos!#FL... | Instagram"
78,93576,30209453,,instagram,https://www.instagram.com/p/C192IP_rT6E/,1867568,267793.0,1993.0,"Flamengo | Manto definido pro nosso novo craque! De La Cruz vai usar o número 1️⃣8️⃣Tamo junto, Nação!™️Compre o seu na loja ofic... | Instagram"
79,94518,31637597,,instagram,https://www.instagram.com/p/C5ec7hHsw9T/,3679265,622779.0,2139.0,"Flamengo | O Clube de Regatas do Flamengo repudia veementemente o ocorrido no sábado (6), em Bradenton, nos Estados Unidos, na semifinal da Generat... | Instagram"
80,101586,30992809,,instagram,https://www.instagram.com/p/C3yT61GMWRy/,3169684,605807.0,2947.0,Flamengo | PEDRINHO VAI SER PAPAI 🥰😍👶👶📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram
81,101764,30396763,,instagram,https://www.instagram.com/p/C2WLC1EM08a/,2939056,355979.0,1638.0,"Flamengo | HOJE TEM MENGÃO NA @fcseries! Às 16h (horário de Brasília), o Mais Querido enfrenta o Philadelphia Union, nos Estados Unidos! Vamos... | Instagram"
82,101672,30643783,,instagram,https://www.instagram.com/p/C3B8gbEMiMM/,3526311,474338.0,3105.0,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Botafogo, no Maracanã! Vamos com tudo em busca dos três pontos! #... | Instagram"
83,101704,30562416,,instagram,https://www.instagram.com/p/C2xDjeGsHXD/,2154168,344454.0,4244.0,Flamengo | O Clube de Regatas do Flamengo informa que o atleta Fabrício Bruno assinou renovação de contrato até Dezembro de 2028! #CRF | Instagram
84,94477,31847401,,instagram,https://www.instagram.com/p/C53zVzPRoLn/,2068642,214970.0,2937.0,Flamengo | O MENGÃO vai enfrentar o Amazonas na terceira fase da @copadobrasilcbf! #CRF #VamosFlamengo | Instagram
85,95442,30562420,Birthday,instagram,https://www.instagram.com/p/C2w4S6Zr0_o/,2010905,402850.0,4026.0,Flamengo | Hoje é aniversário do nosso zagueirão Léo Pereira! Ele chegou ao Mais Querido no início de 2020 e já conquistou oito títulos 🏆.... | Instagram
86,94500,31685129,,instagram,https://www.instagram.com/p/C5mU3jHs-yW/,2055811,267298.0,2907.0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O PALESTINO, PELA @Libertadores! #VamosFlamengo #FLAxCDP | Instagram"
87,101747,30445202,,instagram,https://www.instagram.com/p/C2aG2RQMU9c/,2597790,444380.0,1562.0,Flamengo | 🪄🇺🇾E essa dupla!? 😎#VamosFlamengo 📸 Gilvan de Souza / CRF | Instagram
88,94515,31637593,,instagram,https://www.instagram.com/p/C5ehh6nuCL0/,2550764,467453.0,2354.0,"Flamengo | #ERGAATAÇA imediatamente! O MENGÃO É CAMPEÃO CARIOCA PELA 38ª VEZ EM SUA HISTÓRIA! FAÇA A FESTA, MAIOR TORCIDA DO MUNDO! | Instagram"
89,94467,31847376,,instagram,https://www.instagram.com/p/C54r0DRK5_w/,1763060,331654.0,2635.0,Flamengo | 18+📸: Gilvan de Souza/CRF | Instagram
90,101458,31291307,,instagram,https://www.instagram.com/p/C4okUW5M2JN/,3361329,376406.0,3639.0,Flamengo | O MENGÃO vai enfrentar o Nova Iguaçu na final do @cariocao! #CRF #VamosFlamengo | Instagram
91,101738,30457922,,instagram,https://www.instagram.com/p/C2dPBP8u_-k/,5360892,571138.0,897.0,"Flamengo | No fim de semana, no Almeidão, já tivemos o primeiro #MantosBrabos do ano. Ou seria #MantoArretado? 🤔 | Instagram"
92,95109,31460264,Squad List,instagram,https://www.instagram.com/p/C5CA2mqRKUn/,2513665,244658.0,3330.0,Flamengo | Confira os inscritos do Flamengo para a fase de grupos da @libertadores de 2024! #VamosFlamengo | Instagram
93,94528,31546653,,instagram,https://www.instagram.com/p/C5RxfawsGcA/,1790983,196943.0,3356.0,Flamengo | 𝗕 𝗢 𝗟 𝗔 𝗗 𝗢📸 Marcelo Cortes / CRF#VamosFlamengo #MILxFLA | Instagram
94,101525,31144698,,instagram,https://www.instagram.com/p/C4RxJCCMs0A/,3175610,453450.0,3049.0,"Flamengo | HOJE TEM MENGÃO NA SEMIFINAL DO CARIOCA! Às 21h, o Mais Querido enfrenta o Fluminense, no Maracanã, no jogo de ida! Vamos com tudo, ... | Instagram"
95,95418,30800454,Birthday,instagram,https://www.instagram.com/p/C3cr6fuMTSw/,2473520,413333.0,3116.0,"Flamengo | Pode liberar o tantã que hoje é aniversário do nosso ídolo Adriano Imperador! 👏🎂❤️🖤Campeão carioca (2000 e 2001), da ... | Instagram"
96,94482,31807733,,instagram,https://www.instagram.com/p/C52MK5fhTXA/,2216629,294907.0,2302.0,"Flamengo | HOJE TEM FLAMENGO! Às 21h30, a bola rola pro nosso primeiro compromisso em casa pelo Campeonato Brasileiro 2024. O Maraca será palco pa... | Instagram"
97,101543,31110990,,instagram,https://www.instagram.com/p/C4MJAqxrTry/,3635817,512047.0,2634.0,Flamengo | #TROPADOLELEO 👉🏼👈🏼 | Instagram
98,101632,30800487,,instagram,https://www.instagram.com/p/C3Wi5N2M7ov/,3096083,411936.0,2613.0,"HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Bangu, em Aracaju! Vamos com tudo em busca dos três pontos! #BANxF... | Instagram"
99,101813,30244249,,instagram,https://www.instagram.com/p/C2C7OG2sQY8/,2335173,337989.0,1451.0,Flamengo | CAMISA 1️⃣🧤Rossi está de número novo! #VamosFlamengo | Instagram
100,94493,31728096,,instagram,https://www.instagram.com/p/C5udxyZs7Q-/,2406811,321004.0,2095.0,"Flamengo | HOJE TEM MENGÃO NO BRASILEIRÃO! O Mais Querido estreia na competição contra o Atlético-GO, às 16h, no Serra Dourada! Vamos com tu... | Instagram"
101,101810,30244245,,instagram,https://www.instagram.com/p/C2EFNC1MQIK/,2317055,264718.0,1491.0,"Flamengo | FIMMMM DE JOGO NA COPINHA!!! 🔴⚫️Os #GarotosDoNinho vencem o Náutico-PE por 1 a 0, e se classificam para a 3ª fase da competiç... | Instagram"
102,101685,30619129,,instagram,https://www.instagram.com/p/C28L-gsxSwI/,2319422,274157.0,3444.0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado para enfrentar o Vasco, pelo Carioca! #VASxFLA #VamosFlamengo | Instagram"
