,post_id,content_series,post_content
31,13987691,1,"Flamengo | FIM DE JOGO NOS ESTADOS UNIDOS! Pela @fcseries, o Mengão vence o Philadelphia Union por 2 a 0 com gols de Pedro e Everton Cebolinha! #CR... | Instagram"
32,17414094,1,"Flamengo | Fim de jogo nos Estados Unidos. Pela @fcseries, o Mengão fica no empate com o Orlando City em 1 a 1. Pedro marcou o gol rubro-negro. #CR... | Instagram"
33,16370478,1,"Flamengo | CLUBE DE REGATAS DO FLAMENGO! É CAMPEÃOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO da @LibertadoresU20! 🏆❤️🖤#GarotosDoNinho #... | Instagram"
34,15353917,1,"Flamengo | Cinco anos de magia 🪄, cinco anos De Arrascaeta no MENGÃO! Foram muitos golaços e assistências do homem que de tímido não tem n... | Instagram"
35,13093682,1,"Flamengo | Fim de jogo na Arena Barueri. O Flamengo perde para o Cruzeiro por 2 a 1 e se despede da Copinha. #CRF #GarotosDoNinho 📸 Ale Vianna | Instagram"
36,13165232,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado pra enfrentar o Philadelphia Union pela FC Series! #VamosFlamengo #CRF | Instagram"
37,17613782,1,"Flamengo | Gabi: golEU IMEDIATAMENTE: 💪💪💪💪😏💪💪💪💪📸 Marcelo Cortes / CRF#SCOxFLA #VamosFlamengo | Instagram"
38,14908053,1,"Flamengo | Hoje faz uma semana que Akira Toriyama, gênio do mangá, deixou o mundo dos vivos. Assim como o nosso rei Zico surgiu no Brasil e encant... | Instagram"
39,16900184,1,"Flamengo | Por Deni. Pelo Flamengo.Nosso eterno griô rubro-negro, que cuidou de tantos #GarotosDoNinho, será homenageado na entrada da equipe em... | Instagram"
40,14965874,1,"MENGÃO NA SEMIFINAL DA COPINHA! Após empate em 1 a 1 no tempo normal, Mais Querido vence o Aster por 4 a 3 nos pênaltis e se classific... | Instagram"
41,16758674,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado para enfrentar o Orlando City na @fcseries! #VamosFlamengo #FLAxORL | Instagram"
42,17828775,1,"Flamengo | O Clube de Regatas do Flamengo informa que concluiu a transferência do atleta Matheuzinho para o Corinthians. Com o Manto Sagrado, Mat... | Instagram"
43,17966150,1,"Flamengo | FFIIIIIMMMMM DE PAPO EM BELÉM! COM GOLS DA MINHA DUPLINHA BEAGABI, VENCEMOS O SAMPAIO CORRÊA POR 2 A 0! VAAAMMMOOOS FLAMMMEEEENNNGOOOO!... | Instagram"
44,15128161,1,"Flamengo | FIMMMMMM DE JOGO NO MARACA! O Mengão fica no 0 a 0 com o Fluminense e se classifica para a final do Campeonato Carioca! #CRF #VamosFlame... | Instagram"
45,12531634,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado pra enfrentar o Audax Rio, pelo @Cariocao! #VamosFlamengo #FLAxAUD | Instagram"
46,16853269,1,"Flamengo | FIIIIIIIIIIIIIM DE JOGO NO MARACA! O MENGÃO VENCE O MADUREIRA POR 3 A 0 COM GOLS DE ARRASCA, PEDRO E LÉO PEREIRA E CONQUISTA A TAÇA GU... | Instagram"
47,18248641,1,"Flamengo | CARLINHOS CHEGOU! 🔴⚫️O vice-artilheiro do Campeonato Carioca é do Flamengo. @carlinhos_l9 assinou contrato até dezembro de 202... | Instagram"
48,16007766,1,"Flamengo | O Clube de Regatas do Flamengo informa que, buscando sempre as melhores práticas de gestão, além da valorização constante do process... | Instagram"
49,15443673,1,"Flamengo | O Flamengo vai jogar pra sempre por vocês.⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐#Nossos10 | Instagram"
50,18013058,1,"Flamengo | FIM DE JOGO NO MARACA! O Mengão vence o Volta Redonda, pelo Carioca, por 3 a 0 com gols de Gabigol, Pedro e Ayrton Lucas! #CRF #VamosFla... | Instagram"
51,15721743,1,"Flamengo | O nosso volante Erick faz aniversário nesta segunda-feira! Ele chegou ao Mais Querido em 2022, ano em que conquistamos a Libertadores e ... | Instagram"
52,17762336,1,"Flamengo | HOJE TEM FLAMENGO!Começa novamente nossa busca pelo nosso lugar: O TOPO DA AMÉRICA. Nossas cores vão nos guiar. Nossa paixão vai se... | Instagram"
53,12929941,1,"Flamengo | 5 ANOS DE MENGO! 🔴⚫️AMO.#VamosFlamengo #CRF 📸: Marcelo Cortes /CRF | Instagram"
54,18710587,1,"Flamengo | O Manto que erguemos é o Manto que nos ergue.Garanta o seu Manto 1 de 2024 em http://loja.flamengo.com.br, na nossa loja oficial no Me... | Instagram"
55,18547482,1,"Flamengo | Enquanto isso na Copinha…MEEEEEEEEEEENNNNNNNNNNNNNNNGGGGGGGGGGOOOOOOOOOOOOOOOOOO!!!!!! FIMMMM DE JOGO EM OSASCO!!! 🔴⚫️Com um... | Instagram"
56,12153056,1,"Flamengo | HOJE TEM MENGÃO NO BRASILEIRÃO! Às 16h, o Mais Querido enfrenta o Palmeiras, fora de casa, pela terceira rodada! Vamos com tudo em b... | Instagram"
57,12834836,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O MILLONARIOS, PELA @libertadores! #VamosFlamengo #MILxFLA | Instagram"
58,18206141,1,Meu novo papel de parede! 🤪🏆❤️🖤 #ErgaATaça 📸 Gilvan de Souza / CRF | Instagram"
59,12415475,1,"Flamengo | Fim de jogo na Arena das Dunas. O Flamengo fica no empate em 0 a 0 com a Portuguesa-RJ pela 4ª rodada do Campeonato Carioca. A próxima ... | Instagram"
60,18509439,1,"Flamengo | Vamos pra última pergunta... 1) Sou jogador do Flamengo.2) Nasci em 1996, em Porto Alegre.3) Disputei a Copa Sul-Americana em 2023.... | Instagram"
61,12030086,1,"Flamengo | HOJE TEM MENGÃO NA @fcseries! Às 16h (horário de Brasília), o Mais Querido enfrenta o Orlando City, nos Estados Unidos! Vamos com t... | Instagram"
62,11434178,1,"Flamengo | HOJE TEM MENGÃO NO CARIOCA!Às 19h, o Mais Querido enfrenta o Vasco, no Maracanã! Vamos com tudo em busca dos três pontos! #VASxFL... | Instagram"
63,16034343,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Flamengo está escalado pra enfrentar o Sampaio Corrêa, pelo Cariocão! #VamosFlamengo #SCOxFLA | Instagram"
64,11179493,1,"Flamengo | HOJE TEM MENGÃO NA FINALÍSSIMA DO @cariocao! Às 17h, o Mais Querido enfrenta o Nova Iguaçu, no Maracanã! Vamos com tudo em busca d... | Instagram"
65,15195183,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O PALMEIRAS, PELO @brasileirao! #VamosFlamengo #PALxFLA | Instagram"
66,19106616,1,"Flamengo | Não tem jeito: O VIÑA VEIO MESMO! #ViñaVeio | Instagram"
67,12056046,1,"Flamengo | HOJE TEM MENGÃO NA FINAL DO @Cariocao! Às 17h, o Mais Querido enfrenta o Nova Iguaçu, no Maracanã, no jogo de ida! Vamos com tudo, ... | Instagram"
68,19017683,1,"Flamengo | HOJE TEM MENGÃO NA CONMEBOL LIBERTADORES! Às 21h30, o Mais Querido enfrenta o Bolívar (BOL), fora de casa, pela fase de grupos. Vamo... | Instagram"
69,17286684,1,"Flamengo | 🌆🇺🇸 PROFESSOR #VamosFlamengo 📸: Gilvan de Souza /CRF | Instagram"
70,16155855,1,"Flamengo | É CAMPEÃOOOOOOOOOO! 🏆❤️🖤O MENGÃO vence o Boca Juniors por 2 a 1, de virada, com gols de Shola e Lorran e conquista a Conme... | Instagram"
71,17818666,1,"Flamengo | FIIIIIIM DE JOGO EM OSASCO! O Mengão vence o São José (RS) por 3 a 1 com gols de Daniel Rogério e Weliton (2) e vai às oitavas de fi... | Instagram"
72,20006396,1,"Flamengo | HOJE TEM MENGÃO NA SEMIFINAL DO CARIOCA! Às 21h, o Mais Querido enfrenta o Fluminense, no Maracanã, no jogo de volta! Vamos com tudo... | Instagram"
73,18341506,1,"Flamengo | Fim do primeiro tempo! O MENGÃO vai vencendo por 2 a 0 com gols de Pedro e Cebolinha! #FLAxPHI #VamosFlamengo | Instagram"
74,18135721,1,"Hoje é aniversário do nosso ex-volante João Gomes! Com o Manto, ele foi campeão carioca (2020 e 2021), brasileiro (2020), da Supercop... | Instagram"
75,18735420,1,"Flamengo | Intervalo.#FLAxORL #VamosFlamengo | Instagram"
76,16168294,1,"Flamengo | Quem também faz aniversário hoje é o nosso ex-lateral Rodinei, campeão carioca (2017 e 2019), do Brasileiro (2019), da Libertadores (... | Instagram"
77,14908060,1,"Flamengo | HOJE TEM MENGÃO NO CARIOCA!Às 16h, o Mais Querido enfrenta o Fluminense, no Maracanã! Vamos com tudo em busca dos três pontos!#FL... | Instagram"
78,15887090,1,"Flamengo | Manto definido pro nosso novo craque! De La Cruz vai usar o número 1️⃣8️⃣Tamo junto, Nação!™️Compre o seu na loja ofic... | Instagram"
79,14317352,1,"Flamengo | O Clube de Regatas do Flamengo repudia veementemente o ocorrido no sábado (6), em Bradenton, nos Estados Unidos, na semifinal da Generat... | Instagram"
80,12375110,1,"Flamengo | PEDRINHO VAI SER PAPAI 🥰😍👶👶📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
81,13570114,1,"Flamengo | HOJE TEM MENGÃO NA @fcseries! Às 16h (horário de Brasília), o Mais Querido enfrenta o Philadelphia Union, nos Estados Unidos! Vamos... | Instagram"
82,17377070,1,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Botafogo, no Maracanã! Vamos com tudo em busca dos três pontos! #... | Instagram"
83,19726702,1,"Flamengo | O Clube de Regatas do Flamengo informa que o atleta Fabrício Bruno assinou renovação de contrato até Dezembro de 2028! #CRF | Instagram"
84,16337481,1,"Flamengo | O MENGÃO vai enfrentar o Amazonas na terceira fase da @copadobrasilcbf! #CRF #VamosFlamengo | Instagram"
85,15887083,1,"Flamengo | Hoje é aniversário do nosso zagueirão Léo Pereira! Ele chegou ao Mais Querido no início de 2020 e já conquistou oito títulos 🏆.... | Instagram"
86,14008475,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O PALESTINO, PELA @Libertadores! #VamosFlamengo #FLAxCDP | Instagram"
87,15859198,1,"Flamengo | 🪄🇺🇾E essa dupla!? 😎#VamosFlamengo 📸 Gilvan de Souza / CRF | Instagram"
88,14447776,1,"Flamengo | #ERGAATAÇA imediatamente! O MENGÃO É CAMPEÃO CARIOCA PELA 38ª VEZ EM SUA HISTÓRIA! FAÇA A FESTA, MAIOR TORCIDA DO MUNDO! | Instagram"
89,15260389,1,"Flamengo | 18+📸: Gilvan de Souza/CRF | Instagram"
90,14520077,1,"Flamengo | O MENGÃO vai enfrentar o Nova Iguaçu na final do @cariocao! #CRF #VamosFlamengo | Instagram"
91,16098177,1,"Flamengo | No fim de semana, no Almeidão, já tivemos o primeiro #MantosBrabos do ano. Ou seria #MantoArretado? 🤔 | Instagram"
92,18108539,1,"Flamengo | Confira os inscritos do Flamengo para a fase de grupos da @libertadores de 2024! #VamosFlamengo | Instagram"
93,13987673,1,"Flamengo | 𝗕 𝗢 𝗟 𝗔 𝗗 𝗢📸 Marcelo Cortes / CRF#VamosFlamengo #MILxFLA | Instagram"
94,17613790,1,"Flamengo | HOJE TEM MENGÃO NA SEMIFINAL DO CARIOCA! Às 21h, o Mais Querido enfrenta o Fluminense, no Maracanã, no jogo de ida! Vamos com tudo, ... | Instagram"
95,17762329,1,"Flamengo | Pode liberar o tantã que hoje é aniversário do nosso ídolo Adriano Imperador! 👏🎂❤️🖤Campeão carioca (2000 e 2001), da ... | Instagram"
96,16496389,1,"Flamengo | HOJE TEM FLAMENGO! Às 21h30, a bola rola pro nosso primeiro compromisso em casa pelo Campeonato Brasileiro 2024. O Maraca será palco pa... | Instagram"
97,19157395,1,"Flamengo | #TROPADOLELEO 👉🏼👈🏼 | Instagram"
98,16880972,1,"HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Bangu, em Aracaju! Vamos com tudo em busca dos três pontos! #BANxF... | Instagram"
99,15721727,1,"Flamengo | CAMISA 1️⃣🧤Rossi está de número novo! #VamosFlamengo | Instagram"
100,16434218,1,"Flamengo | HOJE TEM MENGÃO NO BRASILEIRÃO! O Mais Querido estreia na competição contra o Atlético-GO, às 16h, no Serra Dourada! Vamos com tu... | Instagram"
101,16985187,1,"Flamengo | FIMMMM DE JOGO NA COPINHA!!! 🔴⚫️Os #GarotosDoNinho vencem o Náutico-PE por 1 a 0, e se classificam para a 3ª fase da competiç... | Instagram"
102,17966104,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O Mengão está escalado para enfrentar o Vasco, pelo Carioca! #VASxFLA #VamosFlamengo | Instagram"
103,17055871,1,"Flamengo | O nosso zagueirão Léo Pereira completa hoje 4️⃣ anos com o Manto Sagrado! Neste período, ele conquistou: 🏆🏆 2 Cariocas (20... | Instagram"
104,18206151,1,🇦🇷🏆🇧🇷 ¡Final entre argentinos y brasileños en la CONMEBOL #LibertadoresSub20! ¡@BocaJrsOficial y @Flamengo definirán a... | Instagram"
105,18735407,1,"Flamengo | ÍDOLOS! ❤️🖤📸 Paula Reis / CRF | Instagram"
106,19986831,1,"Flamengo | Fim de jogo em João Pessoa. Pelo Campeonato Carioca, o Flamengo fica no empate com o Nova Iguaçu em 1 a 1. Thiaguinho marcou o gol rubr... | Instagram"
107,17325040,1,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Sampaio Corrêa (RJ) no Mangueirão, em Belém! Vamos com tudo em bus... | Instagram"
108,18425273,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BOTAFOGO, PELO @Cariocao! #VamosFlamengo #FLAxBOT | Instagram"
109,17935842,1,"Flamengo | Não adianta tentar tirar dele: o gol 13 mil da história do Flamengo TEM DONO. PEDRO, O NOVE BOLADO, TÁ NA HISTÓRIA DO FLAMENGO - O PR... | Instagram"
110,17142020,1,"Flamengo | Golaço e título! Bem demais, BH! 👏❤️#ErgaATaça 📸 Gilvan de Souza / CRF | Instagram"
111,17504920,1,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 16h, o Mais Querido enfrenta o Madureira, no Maracanã, pelo Campeonato Carioca! Vamos com tudo em bus... | Instagram"
112,17950941,1,"Flamengo | 𝗢 𝗠𝗔𝗡𝗧𝗢 𝗤𝗨𝗘 𝗘𝗥𝗚𝗨𝗘𝗠𝗢𝗦. 𝗢 𝗠𝗔𝗡𝗧𝗢 𝗤𝗨𝗘 𝗡𝗢𝗦 𝗘𝗥𝗚... | Instagram"
113,19986807,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O FLUMINENSE, PELO @cariocao! #VamosFlamengo #FLAxFLU | Instagram"
114,18135712,1,CONMEBOL Libertadores Sub 20 | 🔴⚫ Mengão classificado! O @Flamengo venceu 2️⃣ jogos no Grupo C e garantiu vaga antecipada para a Semifinal da CONMEBOL #Libert... | Instagram"
115,18990030,1,"Flamengo | Aqui é FLAMENGO, doa a quem doer; do gênio sonhador, da gana de vencer. Tá no meu peito, tá no meu grito; clube de respeito que coroa... | Instagram"
116,19054589,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BANGU, PELO @cariocao ! #VamosFlamengo #BANxFLA | Instagram"
117,17950943,1,"Flamengo | DUAS VEZES P9️⃣ EM ARACAJU! ❤🖤📸 Marcelo Cortes / CRF#BANxFLA #VamosFlamengo | Instagram"
118,17818656,1,"Flamengo | Hoje é aniversário do nosso zagueirão David Luiz, campeão da Libertadores (2022), da Copa do Brasil (2022) e do Carioca (2024) com o ... | Instagram"
119,17344176,1,"Flamengo | Manto de glórias! 8️⃣O nosso Coringa @gersonsantoss reassumiu a camisa 8 do Mengão! 🃏🙅‍♂️#CRF📸: Gilvan de Souz... | Instagram"
120,18968413,1,"Flamengo | MMMMMMMMMMMMMEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEENNNNNNNNNGGGGGGGGGGGGGGGGGOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO... | Instagram"
121,18943556,1,"Flamengo | HOJE TEM MENGÃO NO CARIOCA! Às 21h30, o Mais Querido enfrenta o Boavista, no Maracanã! Vamos com tudo em busca dos três pontos! #... | Instagram"
122,18673596,1,"Flamengo | Descanse em paz, Ziraldo. ❤️🖤#CRF 📸 Acervo Instituto Ziraldo | Instagram"
123,18710607,1,"Flamengo | SOLTA O ARRASCAETA NESSA P#%%@! 🇺🇾🎩❤🖤📸 Marcelo Cortes / CRF#VamosFlamengo #CRF | Instagram"
124,14329723,1,"Flamengo | HOJE TEM FLAAAMMMEEEENNNGOOOOO! ❤🖤🏟Às 16h, a bola rola no Maraca pra Flamengo x Volta Redonda, em partida que complementa a 3 ... | Instagram"
125,18572017,1,"Flamengo | We ❤️ you, Nação! | Instagram"
126,13093777,1,"CONMEBOL Libertadores Sub 20 | Mengão presente! ⚫🔴O @Flamengo será o representante brasileiro na próxima edição da CONMEBOL #LibertadoresSub20, que será di... | Instagram"
127,14520135,1,"Flamengo | ✋✍️📃 O #GarotoDoNinho Victor Hugo assinou renovação de contrato até Dezembro de 2028! #CRF | Instagram"
128,13483636,1,"Flamengo | Partiu Copinha! 🔴⚫️Após treino no Ninho do Urubu, os #GarotosDoNinho viajaram na tarde desta quarta (3) para Osasco, onde fica ... | Instagram"
129,13952253,1,"Flamengo | Tá frio aí, @Flamengoen? Aqui no ponto mais oriental das Américas, o sol tá de rachar 🥵#CRF #VamosFlamengo | Instagram"
130,13585145,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O SÃO PAULO, PELO @Brasileirao! #VamosFlamengo #FLAxSAO | Instagram"
131,12720073,1,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O VOLTA REDONDA, PELO @cariocao! #VamosFlamengo #FLAxVRE | Instagram"
132,12499014,1,"Flamengo | Hoje também é aniversário do nosso #GarotoDoNinho @reinier.jesus, campeão da Libertadores e do Brasileirão com o Manto em 2019! Para... | Instagram"
133,11742868,1,"Flamengo | HOJE TAMBÉM TEM MENGÃO NO CARIOCA! Às 18h10, o Mais Querido enfrenta o Nova Iguaçu, em João Pessoa! Vamos com tudo em busca dos tr... | Instagram"
134,12894074,1,"Flamengo | Next stop: Orlando See you soon, 🇺🇸 | Instagram"
135,11677719,1,"Flamengo | FLAMENGO! 🏆❤️🖤 #ErgaATaça 📸 Paula Reis / CRF | Instagram"
136,14502393,1,"Flamengo | Hoje é aniversário do nosso atacante Everton Cebolinha, campeão com o Manto da Copa do Brasil (2022), da Libertadores (2022) e da Taç... | Instagram"
137,15679065,0,"Flamengo | Jogo Histórico é na FlaTV+! A partir das 18h, vamos relembrar essa grande vitória sobre o Corinthians! Acesse agora: flatvmais.com... | Instagram"
138,20107668,0,"Flamengo | Que golaço, papai! 👏👏👏📸: Gilvan de Souza/CRF | Instagram"
139,11066541,0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O ATLÉTICO-GO, PELO @Brasileirao!#VamosFlamengo #ACGxFLA | Instagram"
140,16758686,0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O BOAVISTA, PELO @cariocao! #VamosFlamengo #FLAxBVT | Instagram"
141,16144537,0,"Flamengo | Todos contra a pobreza menstrual. #CRF | Instagram"
142,20107656,0,"Flamengo | 🔴⚫️Mengão definido para a estreia da Copinha!Confira a escalação dos #GarotosDoNinho para a partida contra o São José-RS, p... | Instagram"
143,20107576,0,FC Series | 🇺🇸 No trip to Florida is complete without a visit to @universaldestinationsbrasil 🌎🇧🇷 Have fun @flamengoen! 🎢🥳==... | Instagram"
144,16529769,0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O FLUMINENSE, PELO @CARIOCAO! #VamosFlamengo #FLAxFLU | Instagram"
145,11699915,0,"Flamengo | FIM DE JOGO AQUI EM OSASCO! Mengão 1 x 1 Aster Vamos para os pênaltis! Vale vaga nas semifinais da @copinha! #GarotosDoNinho #Vam... | Instagram"
146,18735423,0,"Flamengo | Nico De La Cruz. What a player! 🇺🇾 | Instagram"
147,14752951,0,"HOJE TEM MENGÃO NO CARIOCA! Às 18h10, o Mais Querido enfrenta a Portuguesa, na Arena das Dunas, em Natal! Vamos com tudo em busca dos... | Instagram"
148,11088180,0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O FLUMINENSE, PELO @CARIOCAO! #VamosFlamengo #FLAxFLU | Instagram"
149,17142032,0,"Flamengo | NOSSO TIME É A GENTE EM CAMPO! O MENGÃO ESTÁ ESCALADO PARA ENFRENTAR O NOVA IGUAÇU, PELA FINAAAAAAL DO @cariocao! #VamosFlamengo #F... | Instagram"
150,14492335,0,"Flamengo | Quem aí gosta de viajar? 🇺🇾 | Instagram"
151,13730025,0,"Flamengo | Pela liberdade religiosa. Pelo respeito. #CRF | Instagram"
152,15900253,0,"Flamengo | 💙❤️🖤#CRF | Instagram"
153,18079398,0,"Flamengo | HOJE TEM MENGÃO!!! 🔴⚫️Os #GarotosDoNinho enfrentam o São Bento-SP, às 20h30 (horário de Brasília), pela Copinha! A partida ... | Instagram"
