,post_id,content_series,platform,url,impressions,likes,comments,post_content
148515,15619829,1,instagram,https://www.instagram.com/p/CeKOFNvMypF/,1964536,341620.0,10211.0,"Flamengo | FIMMMMMMMMMMM DE JOGO NO MARACA! Pelo Brasileiro, o Mengão vence o Fluminense, de virada, por 2 a 1, com gols de Andreas Pereira e Gabig... | Instagram"
148527,14604207,1,instagram,https://www.instagram.com/p/Ccd2MkpBOF4/,2337298,435913.0,13690.0,"Flamengo | VITÓRIA DO MENGÃAAAAAAO! 💪🏻❤️🖤 Flamengo joga bem no Maracanã, vence o São Paulo, por 3 a 1, com gols de @gabigol, @mauri... | Instagram"
148536,13546584,1,instagram,https://www.instagram.com/p/CaxtrE8JxmR/,2552707,436752.0,13189.0,"Flamengo | Fim de jogo no Engenhão! O MENGÃO vence o Vasco, pelo Carioca, por 2 a 1 com gols de @filipeluis e @g10dearrascaeta! 

#CRF #VamosFlame... | Instagram"
132014,18000282,1,instagram,https://www.instagram.com/p/CinMpTxreUe/,6150883,717033.0,20211.0,"Flamengo | Fim de jogo na Gávea! 

Com dez gols de @solejaimes, o Mengão vence o Rio São Paulo por 34 a 0 e segue invicto no Campeonato Carioca F... | Instagram"
148503,16155841,1,instagram,https://www.instagram.com/p/CfP1sEHsrCs/,2132623,303826.0,10570.0,"Flamengo | FIMMMMMMM DE JOGO NO MARACANÃ! O Mengão vence o América-MG por 3 a 0 com gols de Gabigol, Arrascaeta e Marinho, pelo Brasileiro! #CRF ... | Instagram"
148526,14752919,1,instagram,https://www.instagram.com/p/CctWl9SJnyS/,1837914,183698.0,16081.0,"Flamengo | Final de jogo na Arena da Baixada. Athletico 1x0 Flamengo, pelo Brasileirão. #CRF 

📸: @marcelocortes_ /CRF | Instagram"
148509,15965368,1,instagram,https://www.instagram.com/p/Ce2QHAUsE2b/,1808054,286588.0,10003.0,"Flamengo | FIM DE JOGO NO MARACANÃ! O Mengão vence o Cuiabá por 2 a 0, pelo Brasileirão, com gols de Ayrton Lucas e Gabigol! #CRF #VamosFlamengo | Instagram"
148489,17191650,1,instagram,https://www.instagram.com/p/ChD-b_RtDUj/,2516140,597344.0,20928.0,Flamengo | FIMMMMMMMMMMMMMMMMM DE JOGO NO MARACANÃ! O MENGÃO VENCE O CORINTHIANS POR 1 A 0 COM GOL DE PEDRO E VAI À SEMIFINAL DA CONMEBOL LIBERTA... | Instagram
148535,13729996,1,instagram,https://www.instagram.com/p/CbBiOFHsSc_/,2313427,394696.0,9252.0,"Flamengo | FIMMMMMM DE JOGO NO MARACA! Na volta ao ""Maior do Mundo"", Nação dá show e Mais Querido goleia o Bangu por 6 a 0, pelo Carioca! Gabigol... | Instagram"
148525,14858023,1,instagram,https://www.instagram.com/p/Cc6ffH_sMvd/,1779626,328359.0,9392.0,"Flamengo | VITÓRIA DO MENGÃAAAO! ❤️🖤 Flamengo vence a Universidad Católica, no Chile, por 3 a 2, com gols de @gabigol (2x) e @lazaro_vinic... | Instagram"
148491,17055902,1,instagram,https://www.instagram.com/p/Cg8Jrfmsvas/,3218095,590719.0,14701.0,"Flamengo | Fimmmmmmmmmm de jogo no Morumbi! O MENGÃO vence o São Paulo por 2 a 0 com gols de Lázaro e Gabigol, pelo Brasileirão! 

#CRF #VamosFl... | Instagram"
148530,14415539,1,instagram,https://www.instagram.com/p/Cb_ldP9hk2u/,2129459,345741.0,11209.0,"Flamengo | VITÓRIA DO MENGÃO! Com gols de @b.henrique27 e @matheuzinho.02, Flamengo estreia com vitória na @libertadores, diante do Sporting Cris... | Instagram"
148498,16507939,1,instagram,https://www.instagram.com/p/Cf2JrsepebW/,1778112,194922.0,15253.0,"Flamengo | Fim de jogo na Neo Química Arena. O Flamengo perde por 1 a 0 para o Corinthians, pelo Campeonato Brasileiro. #CRF 

📸 @marcelocortes_... | Instagram"
148502,16337508,1,instagram,https://www.instagram.com/p/CfaaAFYsLUo/,1658798,253219.0,10219.0,Flamengo | Fimmmm de partida na Colômbia! O MENGÃO vence o Tolima por 1 a 0 com gol de Andreas Pereira no jogo de ida das oitavas de final da Conm... | Instagram
148516,15553345,1,instagram,https://www.instagram.com/p/Cd9tJLksa7p/,1353644,181599.0,9897.0,"Flamengo | Fim de jogo no Maracanã! O MENGÃO vence o Sporting Cristal por 2 a 1 com gols de Madrid (contra) e Pedro, e encerra a fase de grupos da... | Instagram"
148534,13875252,1,instagram,https://www.instagram.com/p/CbL5AxzsfXL/,2332309,400016.0,7911.0,Flamengo | FIM DE JOGO NO MARACA! O Mengão vence o Vasco por 1 a 0 com gol de Gabigol no jogo de ida da semifinal do Campeonato Carioca! A partida ... | Instagram
148528,14537821,1,instagram,https://www.instagram.com/p/CcRj_tzsC8a/,1858559,337854.0,7991.0,"Flamengo | VITÓRIA DO MENGÃAAAAAO! Flamengo faz boa partida no Maracanã, vence Talleres, por 3 a 1, com gols de @gabigol e @evertonri (2x), pela ... | Instagram"
65272,12295765,1,instagram,https://www.instagram.com/p/CZposlyp5Mx/,2476270,0.0,0.0,"Flamengo | Fim de jogo no Nilton Santos. O Flamengo perde para o Fluminense por 1 a 0, pela quarta rodada do Carioca. #CRF 

📸 @gilvandesouza / CRF | Instagram"
148533,13987691,1,instagram,https://www.instagram.com/p/CbVwUcNJ1Jg/,1862615,313148.0,7869.0,Flamengo | FIMMMMMMMMMMMM DE JOGO NO MARACANÃ! O Mais Querido vence o Vasco por 1 a 0 com gol de Willian Arão e se classifica para a final do Camp... | Instagram
148487,17414094,1,instagram,https://www.instagram.com/p/ChYlIfHshhe/,2549736,531114.0,17916.0,"Flamengo | FIMMMMMMMMMMMMMMMMMMMMMMMMM DE JOGO NA ARENA DA BAIXADA! COM GOL DE PLACA DE PEDRO, O MENGÃO VENCE O ATHLETICO-PR POR 1 A 0 E SE CLASSIF... | Instagram"
148501,16370478,1,instagram,https://www.instagram.com/p/Cfh3Ckes_s6/,2282706,294751.0,6240.0,"Flamengo | FIMMMMM DE JOGO NA VILA BELMIRO! O Mengão vence o Santos por 2 a 1 com gols de Pedro e Gabigol, pelo Brasileirão! #CRF #VamosFlamengo

... | Instagram"
148518,15353917,1,instagram,https://www.instagram.com/p/Cdrr3QhMzLF/,1337719,239748.0,8227.0,"Flamengo | FIMMMMMMMMMMMMM DE JOGO NO MARACANÃ! O Mengão vence a Universidad Católica por 3 a 0 com gols de Willian Arão, Everton Ribeiro e Pedr... | Instagram"
65217,13093682,1,instagram,https://www.instagram.com/p/CaV0kWEMXq8/,2106421,0.0,0.0,"Flamengo | FIMMMMM DE JOGO NO ENGENHÃO! O Mengão vence o Botafogo por 3 a 1 com gols de Pedro, Gabigol e Arrascaeta, pelo Carioca! #CRF #VamosFlam... | Instagram"
65208,13165232,1,instagram,https://www.instagram.com/p/CafsziupLSc/,2124884,0.0,0.0,"Flamengo | Fim de jogo no Engenhão: Flamengo 2 x 2 Resende, pelo Carioca. Arrascaeta e Gabigol marcaram os gols do Mais Querido. #CRF #VamosFlamengo | Instagram"
148484,17613782,1,instagram,https://www.instagram.com/p/Ch0hqWpMN3D/,5483306,506508.0,8534.0,"Flamengo | FIMMMMMMMMMMMMMMM DE JOGO NO NILTON SANTOS! O MENGÃO VENCE O BOTAFOGO POR 1 A 0 COM GOL DE ARTURO VIDAL, PELO BRASILEIRÃO! VAMOOOOOOS! ... | Instagram"
148523,14908053,1,instagram,https://www.instagram.com/p/CdCHvIbsM09/,1551970,237870.0,6714.0,"Flamengo | APITA O ÁRBITRO NO ALBERTÃO!

De virada, o Mengão vence o Altos-PI por 2 a 1, na estreia pela Copa do Brasil, com gols de Pedro e Joã... | Instagram"
148493,16900184,1,instagram,https://www.instagram.com/p/CgqIes9spok/,2351880,408869.0,9646.0,"Flamengo | FIMMMMMMMMMMMMMMMMMMMMM DE JOGO NO MARACANÃ! O Mengão goleia o Atlético-GO por 4 a 1, pelo Brasileirão, com gols de Lázaro, Marinho,... | Instagram"
148522,14965874,1,instagram,https://www.instagram.com/p/CdJ8UPCM0Ma/,1309430,173222.0,7343.0,"Flamengo | Fim de jogo na Argentina! O Mengão empata com o Talleres (ARG) em 2 a 2, pela Fase de Grupos da @LibertadoresBR. Arrascaeta e Pedro marc... | Instagram"
148496,16758674,1,instagram,https://www.instagram.com/p/CgZqFasLKAO/,1975812,347422.0,9719.0,"Flamengo | FIMMMMMMMMMMM DE JOGO NA RESSACADA! O Mengão vence o Avaí por 2 a 1, de virada, com dois gols de Pedro, pelo Brasileirão! PRA CIMAAAAA... | Instagram"
148479,17828775,1,instagram,https://www.instagram.com/p/CiOpismsm72/,2302162,454925.0,12561.0,"Flamengo | FIIIIIIIIIIIIIM DE JOGO NO MARACA! O MENGÃO vence o Vélez por 2 a 1, de virada, com gols de Pedro e Marinho e se classifica para a fina... | Instagram"
148476,17966150,1,instagram,https://www.instagram.com/p/CigsjQZN-XI/,2334320,464515.0,11188.0,Flamengo | FIMMMMMMMMMMMMMMMMM DE JOGO NO MARACA! O MENGÃO VENCE O SÃO PAULO POR 1 A 0 COM GOL DE ARRASCAETA E VAI À FINAL DA COPA DO BRASIL! VAM... | Instagram
148520,15128161,1,instagram,https://www.instagram.com/p/CdcBMJOMBfX/,1350149,189511.0,5274.0,"Flamengo | FIM DE JOGO NO RAULINO DE OLIVEIRA! O Mengão vence o Altos-PI por 2 a 0 com gols de Gabigol e Victor Hugo, e se classifica para as oitav... | Instagram"
65251,12531634,1,instagram,https://www.instagram.com/p/CZ79enEs13d/,2110932,0.0,0.0,"Flamengo | FIMMMMMMM DE JOGO NO RAULINO! O Mengão goleia o Nova Iguaçu por 5 a 0, pelo Carioca, com gols de Gustavo Henrique, De Arrascaeta, Gabig... | Instagram"
148495,16853269,1,instagram,https://www.instagram.com/p/Cgigsn_MKad/,1480167,179835.0,13733.0,"Fim de jogo no Maracanã. O Flamengo empata em 0 a 0 com o Athletico-PR, no jogo de ida das quartas de final da Copa do Brasil.

#CRF #Va... | Instagram"
148472,18248641,1,instagram,https://www.instagram.com/p/CjMLi24NYTk/,3001354,501209.0,7639.0,"Flamengo | FIMMMMMMMMMMMMMMMM DE JOGO NO MARACA! O Mengão goleia o RB Bragantino por 4 a 1 com gols de Gabigol e Pedro (3), pelo Brasileirão! #CRF... | Instagram"
148508,16007766,1,instagram,https://www.instagram.com/p/Ce_iE2_rUqV/,1815033,175793.0,2503.0,"Flamengo | Fim de jogo no Canindé! O MENGÃO vence o Palmeiras por 3 a 1 com gols de Werton, Zé Welinton e Wesley, pelo Brasileirão Sub-20! 

#CR... | Instagram"
148517,15443673,1,instagram,https://www.instagram.com/p/Cd1c0meJt_S/,1246288,147078.0,4773.0,"Flamengo | Fim de jogo no Maracanã! O Flamengo vence o Goiás por 1 a 0 com gol de Pedro, pelo Campeonato Brasileiro! #CRF #VamosFlamengo | Instagram"
148475,18013058,1,instagram,https://www.instagram.com/p/CiqZx0_p991/,2670200,303455.0,13680.0,"Flamengo | Fim de jogo no Maracanã. O Flamengo perde para o Fluminense por 2 a 1, pelo Campeonato Brasileiro. #CRF

📸 @marcelocortes_ / CRF | Instagram"
132029,15721743,1,instagram,https://www.instagram.com/p/CeY6FOQrglh/,1914833,171964.0,1111.0,"Flamengo | Fim de jogo na Gávea! O MENGÃO goleia o São Paulo por 4 a 0 com gols de @petterson04_ (2) e @mateuslima_09 (2), pelo Brasileirão Sub-... | Instagram"
148483,17762336,1,instagram,https://www.instagram.com/p/CiFzqtjsuLK/,2102152,247556.0,13177.0,"Flamengo | Fim de jogo no Maracanã. O Flamengo empata com o Ceará em 1 a 1, pelo Brasileirão. 

#CRF #VamosFlamengo | Instagram"
65227,12929941,1,instagram,https://www.instagram.com/p/CaNqTSrptB7/,1513031,0.0,0.0,"Flamengo | Fim de jogo em Cuiabá. Flamengo e Atlético-MG ficam no 2 a 2, na Arena Pantanal, pela Supercopa do Brasil. Vamos para os pênaltis! VAM... | Instagram"
148467,18710587,1,instagram,https://www.instagram.com/p/CkCQSgkMkeR/,2879714,428836.0,4035.0,"Flamengo | FIMMMMMMMMMMMMMMMMMMMM DE JOGO NO INDEPENDÊNCIA! O Mengão vence o América-MG por 2 a 1, pelo Brasileirão, com gols de Matheus França... | Instagram"
148469,18547482,1,instagram,https://www.instagram.com/p/CjwZHKDtgs4/,2821878,410164.0,5282.0,"Flamengo | FIMMMMMMMMMM DE JOGO NO MARACA! O Mengão vence o Atlético-MG por 1 a 0 com gol de Everton Cebolinha, pelo Brasileirão! VAMOOOOSSSSS! #... | Instagram"
65283,12153056,1,instagram,https://www.instagram.com/p/CZfp9xRseQf/,1466631,0.0,0.0,"Flamengo | FIM DE JOGO NO RAULINO! Com gols de @marinhoofficial, @pedroguilherme e @gabigol, o Mengão vence o Boavista por 3 a 0, pela terceira rod... | Instagram"
65237,12834836,1,instagram,https://www.instagram.com/p/CaDTwkppQn3/,1675134,0.0,0.0,"Flamengo | FIM DE JOGO EM CONSELHEIRO GALVÃO! O Mengão vence o Madureira, de virada, pelo Carioca, com gols de Everton Ribeiro e Willian Arão! #C... | Instagram"
148473,18206141,1,instagram,https://www.instagram.com/p/CjEd0GEsvcv/,1933423,226303.0,11962.0,"Flamengo | Fim de jogo no Castelão. Fortaleza 3 x 2 Flamengo. O próximo compromisso rubro-negro é no sábado (01/10), às 19h, no Maracanã, cont... | Instagram"
65264,12415475,1,instagram,https://www.instagram.com/p/CZ0PBbdMZkm/,1660464,0.0,0.0,"Flamengo | Fim de jogo no Raulino! O MENGÃO vence o Audax por 2 a 1 com gols de Gabigol e Thomás, contra, pelo Carioca! #CRF #VamosFlamengo | Instagram"
148470,18509439,1,instagram,https://www.instagram.com/p/Cjo0EvJsb8X/,2346746,309019.0,7420.0,"Flamengo | FIM DE JOGO NA ARENA! O Flamengo empata com o Corinthians em 0 a 0 na partida de ida da final da Copa do Brasil. A volta é no Maraca! 

... | Instagram"
65307,12030086,1,instagram,https://www.instagram.com/p/CZN4F1TMwXm/,1754340,0.0,0.0,Flamengo | FIMMMMMMMMMM DE JOGO NO LUSO-BRASILEIRO! O Mengão vence a Portuguesa por 2 a 1 com dois gols de Lázaro e inicia o Carioca 2022 com o p�... | Instagram
72464,11434178,1,instagram,https://www.instagram.com/p/CYsLrfQsjIH/,1776136,0.0,0.0,Flamengo | FIMMMMMMMMM DE JOGO na Arena Barueri! O MENGÃO vence o Náutico por 1 a 0 com gol de Igor Jesus no finalzinho e se classifica para a ter... | Instagram
132026,16034343,1,instagram,https://www.instagram.com/p/CfDEwlSMmzM/,1023366,93201.0,1575.0,"Flamengo | FIM DE JOGO NO INDEPENDÊNCIA! 

Com gol de Maria Alves, Mengão vence o Atlético Mineiro por 1 a 0 no último duelo antes da pausa para... | Instagram"
72472,11179493,1,instagram,https://www.instagram.com/p/CYfQClwM2XZ/,1798922,0.0,0.0,"Flamengo | FIMMMMMMMM DE JOGO NA ARENA BARUERI! O Mengão goleia o Floresta (CE), pela Copinha, por 4 a 0 com gols de Ryan Luka, André, Werton e Pe... | Instagram"
132031,15195183,1,instagram,https://www.instagram.com/p/CdgGPdKMR4F/,1422692,93161.0,535.0,"Flamengo | VITÓRIA DO MENGÃO!

#GarotosDoNinho do Sub-15 vencem com autoridade o Vasco, no Nivaldo Pereira, por 3 a 1, com gols de David, Christia... | Instagram"
148464,19106616,1,instagram,https://www.instagram.com/p/CkokAvjJaip/,2008309,185319.0,4765.0,"Flamengo | Fim de jogo no Couto Pereira. O Flamengo perde para o Coritiba por 1 a 0, pelo Campeonato Brasileiro. 

#CRF 

📸 @gilvandesouza / CRF | Instagram"
65293,12056046,1,instagram,https://www.instagram.com/p/CZVOnMxrILl/,1634604,0.0,0.0,"Flamengo | Fim de jogo no Raulino. Pela segunda rodada do Campeonato Carioca, o Flamengo empata em 0 a 0 com o Volta Redonda. #CRF #VamosFlamengo

�... | Instagram"
148465,19017683,1,instagram,https://www.instagram.com/p/Cke1vkeMrYs/,1679876,190950.0,4650.0,"Flamengo | Fim de jogo no Maracanã. O Flamengo perde por 2 a 1 para o Corinthians, pelo Brasileirão. 

#CRF 

📸 @gilvandesouza / CRF | Instagram"
132020,17286684,1,instagram,https://www.instagram.com/p/ChM-ZqNtN3G/,1488316,148794.0,508.0,"Flamengo | FIM DE PAPO NA GÁVEA! Com muita raça até o final, os #GarotosDoNinho do Sub-15 venceram o Botafogo por 2 a 0. Christian e Bidu balanç... | Instagram"
148504,16155855,1,instagram,https://www.instagram.com/p/CfPRNQ4J_T7/,842803,68210.0,454.0,"Flamengo | Fim de jogo na Gávea! Com gols de Mateusão e Ryan Luka, o Mengão vence o Botafogo por 2 a 0 pelo Brasileirão Sub-20. Com o resultado,... | Instagram"
148481,17818666,1,instagram,https://www.instagram.com/p/CiNbYaSM5di/,1537905,155648.0,594.0,"Flamengo | FIMMMMM DE JOGO NO CT SAFERJ! Com gols de @gica_souza09, @vilarealleidiane e @jucinarapaz, o Mengão vence o Fluminense por 3 a 0 no prim... | Instagram"
148463,20006396,1,instagram,https://www.instagram.com/p/Ck3gU80LScq/,1397561,123553.0,1811.0,"Flamengo | Fim de jogo. Os #GarotosDoNinho do Sub-20 lutaram mesmo com um a menos, mas nos pênaltis, por 4 a 2, o Flamengo foi superado na Copa do ... | Instagram"
148471,18341506,1,instagram,https://www.instagram.com/p/CjWwEdMMqhT/,1174752,141104.0,3831.0,"Flamengo | Fim de jogo no Maracanã. O Flamengo empata em 0 a 0 com o Internacional, pelo Campeonato Brasileiro. 

#CRF #VamosFlamengo

📸 @gilvan... | Instagram"
132012,18135721,1,instagram,https://www.instagram.com/p/Ci5D0gUrp_J/,1683963,154705.0,493.0,"Flamengo | Que goleada! 

Fim de jogo na Gávea. Os #GarotosdoNinho do Sub-15 venceram por 7 a 0 o Madureira pela Taça Guanabara. Joshua (2x), Tall... | Instagram"
132007,18735420,1,instagram,https://www.instagram.com/p/CkD4jPjLsr9/,1730600,151108.0,544.0,"Flamengo | ESTAMOS NA FINAL! Com gols de Sole, Pimenta e Maria Alves, as #MeninasDaGávea venceram o Clássico dos Milhões por 3 a 0 e garantiram a... | Instagram"
132025,16168294,1,instagram,https://www.instagram.com/p/CfRcqVdLKet/,769655,56644.0,398.0,"Flamengo | FIM DE JOGO NA GÁVEA! O MENGÃO É CAMPEÃOOOOOOO! 

Com atuação dominante, as #MeninasDaGávea do Sub-20 goleiam o LGD/Karanba por 5 ... | Instagram"
148524,14908060,1,instagram,https://www.instagram.com/p/CdBywEPpCnH/,770040,59105.0,342.0,"Flamengo | FIM DE JOGO NO LUSO BRASILEIRO! 

Com gols de @vilarealleidiane (2), @_eduarda_macedo, @maria_eduarda.f e @mariazinha_official, o Mengão... | Instagram"
148512,15887090,1,instagram,https://www.instagram.com/p/CequQgcLnlY/,669412,43026.0,437.0,Flamengo | Fim de jogo na Gávea. O Flamengo perde para o Botafogo por 2 a 1 no jogo de ida das quartas de final do Campeonato Carioca Sub-20. O jog... | Instagram
132035,14317352,1,instagram,https://www.instagram.com/p/Cb1Esxdswrr/,822034,55971.0,774.0,Flamengo | Fim de jogo na Arena Barueri. O Flamengo é derrotado pelo Palmeiras por 3 a 0 pelo @brfeminino. O Mengão volta a campo no dia 16 de abr... | Instagram
72453,12375110,1,instagram,https://www.instagram.com/p/CZxTsOhJe9D/,903249,0.0,0.0,"Flamengo | Fim de jogo no Luso-Brasileiro. Depois de empate em 1 a 1 no tempo regulamentar, o Flamengo perde para o Grêmio nos pênaltis, por 4 a 3... | Instagram"
132039,13570114,1,instagram,https://www.instagram.com/p/Ca0tgw5Mlpt/,855466,60315.0,309.0,"Flamengo | Fim de jogo no Luso Brasileiro!

Depois de sair atrás no placar, as #MeninasDaGávea buscam o empate na estreia pelo Campeonato Brasilei... | Instagram"
148488,17377070,1,instagram,https://www.instagram.com/p/ChX6GIiJDrt/,1176402,113771.0,488.0,Flamengo | FIM DE JOGO NA GÁVEA! O Mengão vence o Internacional por 1 a 0 com gol de Igor Jesus e se classifica para a semifinal do Brasileirão S... | Instagram
132001,19726702,1,instagram,https://www.instagram.com/p/CkzEvNksejC/,1199062,104066.0,307.0,"Flamengo | FIMMMMMM DE JOGO NO ZEZINHO MAGALHÃES! 

Com gols de @crivelari_gi e @solejaimes (2), o Mengão vence o São Paulo por 3 a 0 e assume a ... | Instagram"
132024,16337481,1,instagram,https://www.instagram.com/p/CfcuJmxMS9y/,642778,44388.0,449.0,"Flamengo | Fim de jogo. Pelo Campeonato Brasileiro Sub-20, o Flamengo perde para o América-MG por 3 a 1, fora de casa. Petterson marcou o gol rubro... | Instagram"
148511,15887083,1,instagram,https://www.instagram.com/p/CerQWd_J0Pp/,575113,31054.0,387.0,"Flamengo | Fim de jogo na Gávea. O Flamengo perde para o Corinthians por 2 a 1, pelo Brasileirão Feminino. 

#MeninasDaGávea 

📸 @paulareis.ra... | Instagram"
132036,14008475,1,instagram,https://www.instagram.com/p/CbYpts_M5lA/,697690,40653.0,197.0,"Flamengo | Fim de jogo em Araraquara. O Flamengo sai na frente com gol de Maria Alves, mas acaba empatando com a Ferroviária por 1 a 1 pelo @brfemi... | Instagram"
132027,15859198,1,instagram,https://www.instagram.com/p/CemL_kOpNOh/,544431,25115.0,245.0,"Flamengo | Fim de jogo em Santana de Parnaíba. O Flamengo é superado pelo São Paulo por 2 a 0. Com o agregado do duelo em 3 a 3, a vaga na final ... | Instagram"
132033,14447776,1,instagram,https://www.instagram.com/p/CcG9mtoLPYt/,664934,35088.0,465.0,"Time Flamengo | FIM DE JOGO EM UBERLÂNDIA! Com ótima atuação coletiva, o @sescrjflamengo vence o Praia Clube por 3 sets a 0 (parciais de 25/23, 31/29... | Instagram"
132030,15260389,1,instagram,https://www.instagram.com/p/Cdl2H1VpSkV/,562881,24253.0,312.0,"Flamengo | Fim de jogo em Caçador. O Flamengo é superado pelo Avaí Kindermann por 1 a 0. 

O próximo compromisso da equipe será no domingo (29)... | Instagram"
148529,14520077,1,instagram,https://www.instagram.com/p/CcQfn-frX1w/,562967,33882.0,297.0,"Flamengo | CAMPEÃAAAAAO! 🏆🎖️Flamengo Sub-14 vence o Belenenses (POR), por 2 a 0, e é campeão invicto da IberCup Madrid! Com gols de Bryan... | Instagram"
148506,16098177,1,instagram,https://www.instagram.com/p/CfHLIX5rD4n/,460487,28444.0,254.0,"Flamengo | Fim de partida em Moça Bonita. O Flamengo perde para o Bangu por 1 a 0 no jogo de ida da semifinal da Taça Rio Sub-20.

#CRF #GarotosDo... | Instagram"
132013,18108539,1,instagram,https://www.instagram.com/p/Ci1BUnAMf1p/,1020953,73197.0,464.0,"Flamengo | Fim de jogo. No Brasileirão Sub-17, o Flamengo perdeu por 2 a 0 para o Vasco, em jogo válido pela 8ª rodada. 

Os #GarotosDoNinho agor... | Instagram"
107204,13987673,1,instagram,https://www.instagram.com/p/CbWCnAwNdpw/,510621,35887.0,183.0,"Flamengo | DEU MENGÃOOOOO! 🔴⚫️
 
O Flamengo venceu o Vasco por 1 X 0 e está na final do @cariocao!
 
#Flamengo #patrocínio #LuvixFla | Instagram"
148485,17613790,1,instagram,https://www.instagram.com/p/Ch0NXncJDAw/,1307672,51566.0,204.0,Flamengo | Fim de jogo em Barueri. O Flamengo Sub-20 perde para o Corinthians por 1 a 0. O Rubro-Negro decide a vaga para a final do Brasileirão Su... | Instagram
148482,17762329,1,instagram,https://www.instagram.com/p/CiGOfSPpjXO/,931295,62501.0,600.0,"Flamengo | Fim de jogo. O Flamengo perde por 1 a 0 para o Corinthians, pela semifinal do Brasileirão Sub-20, e encerra sua participação na compet... | Instagram"
132023,16496389,1,instagram,https://www.instagram.com/p/CfzCXk-L425/,555593,35489.0,155.0,"Flamengo | Fim de jogo! Flamengo e Cruzeiro empatam na Gávea pelo Brasileirão sub-20. @diegao03 fez o gol rubro-negro. 
O próximo compromisso dos... | Instagram"
